compound_id,dataset_role,source,source_record_id,casrn,name,raw_smiles,canonical_smiles,parent_smiles,standard_inchikey,connectivity_key,murcko_scaffold,label_raw,label_binary,label_category,label_candidate,label_confidence,endpoint,species,route,reference,rdkit_mol_ok,standardization_notes,formal_charge_before,formal_charge_after,uncharging_applied,residual_charge,tautomer_standardized,clear_positive_records,clear_negative_records,uncertain_records,nonclear_disagreement,external_overlap,label_evidence_json
DEVELOPMENT:IROINLKCQGIITA-UHFFFAOYSA-N,development,iris,"[""DTXSID3024318:woe:1""]",886-50-0,Terbutryn,CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1,IROINLKCQGIITA-UHFFFAOYSA-N,IROINLKCQGIITA,c1ncncn1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID3024318:woe:1""}]"
DEVELOPMENT:IRYJRGCIQBGHIV-UHFFFAOYSA-N,development,cpdb,"[""42951""]",127-48-0,TRIMETHADIONE,O1C(C)(C)C(=O)N(C)C1=O,CN1C(=O)OC(C)(C)C1=O,CN1C(=O)OC(C)(C)C1=O,IRYJRGCIQBGHIV-UHFFFAOYSA-N,IRYJRGCIQBGHIV,O=C1COC(=O)N1,"[""0""]",,uncertain,,none,carcinogenicity,r,eat,"[""2109""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""42951""}]"
DEVELOPMENT:ISEUFVQQFVOBCY-UHFFFAOYSA-N,development,iris,"[""DTXSID6022341:woe:1""]",1610-18-0,Prometon,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,ISEUFVQQFVOBCY-UHFFFAOYSA-N,ISEUFVQQFVOBCY,c1ncncn1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID6022341:woe:1""}]"
DEVELOPMENT:ISPYQTSUDJAMAB-UHFFFAOYSA-N,development,iris,"[""DTXSID5021544:woe:1""]",95-57-8,2-Chlorophenol,C1=CC=C(C(=C1)O)Cl,Oc1ccccc1Cl,Oc1ccccc1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N,ISPYQTSUDJAMAB,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID5021544:woe:1""}]"
DEVELOPMENT:ISRUGXGCCGIOQO-UHFFFAOYSA-N,development,iris,"[""DTXSID7021948:woe:1""]",114-26-1,Baygon,CC(C)OC1=CC=CC=C1OC(=O)NC,CNC(=O)Oc1ccccc1OC(C)C,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,ISRUGXGCCGIOQO,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7021948:woe:1""}]"
DEVELOPMENT:IWDCLRJOBJJRNH-UHFFFAOYSA-N,development,iris,"[""DTXSID7021869:woe:1""]",106-44-5,4-Methylphenol,CC1=CC=C(C=C1)O,Cc1ccc(O)cc1,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,IWDCLRJOBJJRNH,c1ccccc1,"[""C (Possible human carcinogen)""]",,uncertain,positive,medium,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": ""positive"", ""label_category"": ""uncertain"", ""label_confidence"": ""medium"", ""label_raw"": ""C (Possible human carcinogen)"", ""label_reason"": ""较弱的阳性证据权重"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7021869:woe:1""}]"
DEVELOPMENT:IWEDIXLBFLAXBO-UHFFFAOYSA-N,development,iris,"[""DTXSID4024018:woe:1""]",1918-00-9,Dicamba,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,COc1c(Cl)ccc(Cl)c1C(=O)O,COc1c(Cl)ccc(Cl)c1C(=O)O,IWEDIXLBFLAXBO-UHFFFAOYSA-N,IWEDIXLBFLAXBO,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID4024018:woe:1""}]"
DEVELOPMENT:IZUKQUVSCNEFMJ-UHFFFAOYSA-N,development,iris,"[""DTXSID4024066:woe:1""]",528-29-0,o-Dinitrobenzene,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])c1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1[N+](=O)[O-],IZUKQUVSCNEFMJ-UHFFFAOYSA-N,IZUKQUVSCNEFMJ,c1ccccc1,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID4024066:woe:1""}]"
DEVELOPMENT:JDUYPUMQALQRCN-UHFFFAOYSA-N,development,iris,"[""DTXSID8023927:woe:1""]",101-55-3,p-Bromodiphenyl ether,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,Brc1ccc(Oc2ccccc2)cc1,Brc1ccc(Oc2ccccc2)cc1,JDUYPUMQALQRCN-UHFFFAOYSA-N,JDUYPUMQALQRCN,c1ccc(Oc2ccccc2)cc1,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8023927:woe:1""}]"
DEVELOPMENT:JHBKHLUZVFWLAG-UHFFFAOYSA-N,development,iris,"[""DTXSID7024320:woe:1""]",95-94-3,"1,2,4,5-Tetrachlorobenzene",C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N,JHBKHLUZVFWLAG,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024320:woe:1""}]"
DEVELOPMENT:JHIVVAPYMSGYDF-UHFFFAOYSA-N,development,cpdb|iris,"[""40136"", ""40137"", ""40138"", ""40139"", ""40140"", ""40141"", ""40142"", ""40143"", ""40144"", ""DTXSID6020359:woe:1""]",108-94-1,CYCLOHEXANONE,O=C1CCCCC1,O=C1CCCCC1,O=C1CCCCC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,JHIVVAPYMSGYDF,O=C1CCCCC1,"[""0""]",,uncertain,,none,carcinogenicity,human_assessment|m|r,wat,"[""1850""]",True,,[0],0,False,False,False,0,0,10,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40136""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40137""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40138""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40139""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40140""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40141""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40142""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40143""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""40144""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID6020359:woe:1""}]"
DEVELOPMENT:JIOUJVPLJOQUFD-UHFFFAOYSA-N,development,cpdb,"[""41187"", ""41188""]",---,DIETHYLACETYLUREA,O=C(NC(=O)N)C(CC)CC,CCC(CC)C(=O)NC(N)=O,CCC(CC)C(=O)NC(N)=O,JIOUJVPLJOQUFD-UHFFFAOYSA-N,JIOUJVPLJOQUFD,,"[""0""]",,uncertain,,none,carcinogenicity,r,eat,"[""1951""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""41187""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""41188""}]"
DEVELOPMENT:JLQUFIHWVLZVTJ-UHFFFAOYSA-N,development,iris,"[""DTXSID5023950:woe:1""]",55285-14-8,Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,JLQUFIHWVLZVTJ,c1ccc2c(c1)CCO2,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID5023950:woe:1""}]"
DEVELOPMENT:JWBOIMRXGHLCPP-UHFFFAOYSA-N,development,cpdb,"[""31887"", ""31888"", ""31889"", ""31890"", ""31891"", ""31892"", ""31893"", ""31894"", ""31895"", ""31896"", ""31897"", ""31898"", ""31899"", ""31900""]",53-19-0,"o,p'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c1c(Cl)cccc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP,c1ccc(Cc2ccccc2)cc1,"[""0""]",,uncertain,,none,carcinogenicity,m,orl,"[""1202""]",True,,[0],0,False,False,False,0,0,14,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31887""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31888""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31889""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31894""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31895""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31896""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31890""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31891""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31892""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31893""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31897""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31898""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31899""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31900""}]"
DEVELOPMENT:JWPWVPPTDSULMI-UHFFFAOYSA-N,development,cpdb,"[""31324"", ""31325""]",5351-65-5,BENZENESULPHONOHYDRAZIDE,S(=O)(=O)(NNC(=S)N)c1ccccc1,NC(=S)NNS(=O)(=O)c1ccccc1,NC(=S)NNS(=O)(=O)c1ccccc1,JWPWVPPTDSULMI-UHFFFAOYSA-N,JWPWVPPTDSULMI,c1ccccc1,"[""0""]",,uncertain,,none,carcinogenicity,m,gav,"[""1060""]",True,,[0],0,False,False,False,0,0,2,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31324""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""31325""}]"
DEVELOPMENT:JYJFNDQBESEHJQ-UHFFFAOYSA-N,development,cpdb,"[""42659""]",695-53-4,DIMETHADIONE,O1C(C)(C)C(=O)NC1=O,CC1(C)OC(=O)NC1=O,CC1(C)OC(=O)NC1=O,JYJFNDQBESEHJQ-UHFFFAOYSA-N,JYJFNDQBESEHJQ,O=C1COC(=O)N1,"[""0""]",,uncertain,,none,carcinogenicity,r,eat,"[""2109""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""42659""}]"
DEVELOPMENT:JYQUHIFYBATCCY-UHFFFAOYSA-N,development,iris,"[""DTXSID7024291:woe:1""]",13593-03-8,Quinalphos,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,JYQUHIFYBATCCY-UHFFFAOYSA-N,JYQUHIFYBATCCY,c1ccc2nccnc2c1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024291:woe:1""}]"
DEVELOPMENT:KAATUXNTWXVJKI-UHFFFAOYSA-N,development,iris,"[""DTXSID1023998:woe:1""]",52315-07-8,Cypermethrin,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,KAATUXNTWXVJKI-UHFFFAOYSA-N,KAATUXNTWXVJKI,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID1023998:woe:1""}]"
DEVELOPMENT:KFUSEUYYWQURPO-OWOJBTEDSA-N,development,iris,"[""DTXSID7024031:woe:1""]",156-60-5,"trans-1,2-Dichloroethylene",C(=C/Cl)\Cl,Cl/C=C/Cl,Cl/C=C/Cl,KFUSEUYYWQURPO-OWOJBTEDSA-N,KFUSEUYYWQURPO,,"[""Inadequate information to assess carcinogenic potential""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""Inadequate information to assess carcinogenic potential"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID7024031:woe:1""}]"
DEVELOPMENT:KFUSEUYYWQURPO-UPHRSURJSA-N,development,iris,"[""DTXSID2024030:woe:1""]",156-59-2,"cis-1,2-Dichloroethylene",C(=C\Cl)\Cl,Cl/C=C\Cl,Cl/C=C\Cl,KFUSEUYYWQURPO-UPHRSURJSA-N,KFUSEUYYWQURPO,,"[""Inadequate information to assess carcinogenic potential""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""Inadequate information to assess carcinogenic potential"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID2024030:woe:1""}]"
DEVELOPMENT:KIQQUVJOLVCZKG-UHFFFAOYSA-N,development,iris,"[""DTXSID8023973:woe:1""]",123-09-1,p-Chlorophenyl methyl sulfide,CSC1=CC=C(C=C1)Cl,CSc1ccc(Cl)cc1,CSc1ccc(Cl)cc1,KIQQUVJOLVCZKG-UHFFFAOYSA-N,KIQQUVJOLVCZKG,c1ccccc1,"[""D (Not classifiable as to human carcinogenicity)""]",,uncertain,,none,carcinogenicity,human_assessment,Undefined,"[""Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)""]",True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""D (Not classifiable as to human carcinogenicity)"", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID8023973:woe:1""}]"
DEVELOPMENT:KLAPGAOQRZTCBI-UHFFFAOYSA-N,development,iris,"[""DTXSID6024173:woe:1""]",150-50-5,Merphos,CCCCSP(SCCCC)SCCCC,CCCCSP(SCCCC)SCCCC,CCCCSP(SCCCC)SCCCC,KLAPGAOQRZTCBI-UHFFFAOYSA-N,KLAPGAOQRZTCBI,,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID6024173:woe:1""}]"
DEVELOPMENT:KMNIXISXZFPRDC-UHFFFAOYSA-N,development,cpdb,"[""39873"", ""39874"", ""39875"", ""39876"", ""39877"", ""39878"", ""39879"", ""39880"", ""39881"", ""39882"", ""39883"", ""39884"", ""39885"", ""39886""]",5314-33-0,ACROLEIN OXIME,O/N=C/C=C,C=C/C=N/O,C=CC=NO,KMNIXISXZFPRDC-UHFFFAOYSA-N,KMNIXISXZFPRDC,,"[""0""]",,uncertain,,none,carcinogenicity,r,wat,"[""1853m"", ""1853n""]",True,已执行互变异构体规范化,[0],0,False,False,True,0,0,14,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39873""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39874""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39879""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39880""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39881""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39882""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39875""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39876""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39877""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39878""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39883""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39884""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39885""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""0"", ""label_reason"": ""无明确判断"", ""source"": ""cpdb"", ""source_record_id"": ""39886""}]"
DEVELOPMENT:KUFFULVDNCHOFZ-UHFFFAOYSA-N,development,iris,"[""DTXSID2021864:woe:1""]",105-67-9,"2,4-Dimethylphenol",CC1=CC(=C(C=C1)O)C,Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,KUFFULVDNCHOFZ-UHFFFAOYSA-N,KUFFULVDNCHOFZ,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID2021864:woe:1""}]"
DEVELOPMENT:KVGLBTYUCJYMND-UHFFFAOYSA-N,development,iris,"[""DTXSID2024113:woe:1""]",944-22-9,Fonofos,CCOP(=S)(CC)SC1=CC=CC=C1,CCOP(=S)(CC)Sc1ccccc1,CCOP(=S)(CC)Sc1ccccc1,KVGLBTYUCJYMND-UHFFFAOYSA-N,KVGLBTYUCJYMND,c1ccccc1,[],,uncertain,,none,carcinogenicity,human_assessment,,[],True,,[0],0,False,False,False,0,0,1,False,False,"[{""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": """", ""label_reason"": ""无法二分类或证据权重不足"", ""source"": ""iris"", ""source_record_id"": ""DTXSID2024113:woe:1""}]"
