query_compound_id,query_split,nearest_compound_id,nearest_split,similarity,query_label,nearest_label,label_relation
CMP:RKUNBYITZUJHSG-PJPHBNEVSA-N,train,CMP:DIWVBIXQCNRCFE-UHFFFAOYSA-N,train,0.28000000000000003,0,0,same
CMP:RKWGIWYCVPQPMF-UHFFFAOYSA-N,train,CMP:JLRGJRBPOGGCBT-UHFFFAOYSA-N,train,0.625,0,0,same
CMP:RLBIQVVOMOPOHC-UHFFFAOYSA-N,train,CMP:LCCNCVORNKJIRZ-UHFFFAOYSA-N,train,0.68571428571428572,0,0,same
CMP:RMMXTBMQSGEXHJ-UHFFFAOYSA-N,train,CMP:PKYKNPLSFOKASK-UHFFFAOYSA-N,train,0.35555555555555557,0,0,same
CMP:RMSWMRJVUJSDGN-UHFFFAOYSA-N,train,CMP:QOFQTBTZCJVITI-UHFFFAOYSA-N,train,0.20224719101123595,0,0,same
CMP:RNNBHZYEKNHLKT-UHFFFAOYSA-N,train,CMP:YNEVBPNZHBAYOA-UHFFFAOYSA-N,train,0.25531914893617019,0,0,same
CMP:RQKFYFNZSHWXAW-UHFFFAOYSA-N,train,CMP:QSNSCYSYFYORTR-UHFFFAOYSA-N,train,0.39130434782608697,0,0,same
CMP:RRAFCDWBNXTKKO-UHFFFAOYSA-N,train,CMP:ZYEMGPIYFIJGTP-UHFFFAOYSA-N,train,0.70967741935483875,0,1,opposite
CMP:RRHGJUQNOFWUDK-UHFFFAOYSA-N,train,CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,train,0.45454545454545453,1,0,opposite
CMP:RRRUXBQSQLKHEL-UHFFFAOYSA-N,train,CMP:YNMIXGFEAKDKFG-UHFFFAOYSA-N,train,0.26760563380281688,1,0,opposite
CMP:RRSXICBKOPODSP-UHFFFAOYSA-N,train,CMP:QHEYFBGFAQOPBZ-UHFFFAOYSA-N,train,0.92307692307692313,0,0,same
CMP:RSFOTOSOKJMMCB-UHFFFAOYSA-N,train,CMP:ZMXDDKWLCZADIW-UHFFFAOYSA-N,train,0.53846153846153844,1,0,opposite
CMP:RSPJLZQIZABVSE-UHFFFAOYSA-N,train,CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N,train,0.4925373134328358,1,1,same
CMP:RTDCJKARQCRONF-UHFFFAOYSA-N,train,CMP:WBNQDOYYEUMPFS-UHFFFAOYSA-N,train,0.5,1,1,same
CMP:RUFPHBVGCFYCNW-UHFFFAOYSA-N,train,CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N,train,0.43478260869565216,1,1,same
CMP:RUPMSBPCFQDMAY-UHFFFAOYSA-N,train,CMP:IAKOZHOLGAGEJT-UHFFFAOYSA-N,train,0.4375,1,0,opposite
CMP:RXERRVKLABZRCU-UHFFFAOYSA-N,train,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,train,0.42857142857142855,0,0,same
CMP:RXPKOTQRDGEKFY-UHFFFAOYSA-N,train,CMP:SUGZATOHBPXTDV-UHFFFAOYSA-N,train,0.55000000000000004,1,1,same
CMP:RXXXJEQCRPLSOQ-UHFFFAOYSA-N,train,CMP:FMKBEVQUKYPUEJ-UHFFFAOYSA-N,train,0.6333333333333333,1,1,same
CMP:RYBISXUKVTYYNN-UHFFFAOYSA-N,train,CMP:OSFMMSIDSIQFIT-UHFFFAOYSA-N,train,0.5714285714285714,1,1,same
CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,train,CMP:IAYPIBMASNFSPL-UHFFFAOYSA-N,train,0.83333333333333337,1,1,same
CMP:RYYVLZVUVIJVGH-UHFFFAOYSA-N,train,CMP:ZFXYFBGIUFBOJW-UHFFFAOYSA-N,train,0.45714285714285713,0,0,same
CMP:RZCKTPORLKUFGY-UHFFFAOYSA-N,train,CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N,train,0.21126760563380281,1,0,opposite
CMP:RZILCCPWPBTYDO-UHFFFAOYSA-N,train,CMP:XPHPBNGAXWJHHP-UHFFFAOYSA-N,train,0.29999999999999999,0,1,opposite
CMP:RZXLPPRPEOUENN-UHFFFAOYSA-N,train,CMP:GPAPPPVRLPGFEQ-UHFFFAOYSA-N,train,0.52000000000000002,0,0,same
CMP:SBNKFTQSBPKMBZ-UHFFFAOYSA-N,train,CMP:NAYYNDKKHOIIOD-UHFFFAOYSA-N,train,0.51851851851851849,1,0,opposite
CMP:SBPBAQFWLVIOKP-UHFFFAOYSA-N,train,CMP:BXNANOICGRISHX-UHFFFAOYSA-N,train,0.35185185185185186,0,0,same
CMP:SCVJRXQHFJXZFZ-KVQBGUIXSA-N,train,CMP:OZQDLJNDRVBCST-SHUUEZRQSA-N,train,0.25757575757575757,1,0,opposite
CMP:SCYULBFZEHDVBN-UHFFFAOYSA-N,train,CMP:HEDRZPFGACZZDS-UHFFFAOYSA-N,train,0.42857142857142855,0,0,same
CMP:SEBIKDIMAPSUBY-OVWCXOJYSA-N,train,CMP:DLRVVLDZNNYCBX-KNHCDGMMSA-N,train,0.31746031746031744,0,0,same
CMP:SEOVTRFCIGRIMH-UHFFFAOYSA-N,train,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,train,0.59459459459459463,0,0,same
CMP:SEQDDYPDSLOBDC-UHFFFAOYSA-N,train,CMP:AAOVKJBEBIDNHE-UHFFFAOYSA-N,train,0.59183673469387754,0,0,same
CMP:SERLAGPUMNYUCK-BLEZHGCXSA-N,train,CMP:DLRVVLDZNNYCBX-KNHCDGMMSA-N,train,0.39130434782608697,0,0,same
CMP:SGDBTWWWUNNDEQ-LBPRGKRZSA-N,train,CMP:JCKYGMPEJWAADB-UHFFFAOYSA-N,train,0.53658536585365857,1,1,same
CMP:SGEJQUSYQTVSIU-UHFFFAOYSA-N,train,CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N,train,0.33333333333333331,0,1,opposite
CMP:SIGHAVOYMKYMPO-RMHMMWFCSA-N,train,CMP:MPVDXIMFBOLMNW-UHFFFAOYSA-N,train,0.47142857142857142,1,0,opposite
CMP:SIKJAQJRHWYJAI-UHFFFAOYSA-N,train,CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,train,0.34782608695652173,0,1,opposite
CMP:SJLBIPLIGYWGJV-UHFFFAOYSA-N,train,CMP:DNPICXVYNIZRFB-UHFFFAOYSA-N,train,0.57692307692307687,1,1,same
CMP:SKNCUWLBDFPISU-UHFFFAOYSA-N,train,CMP:CZIHNRWJTSTCEX-UHFFFAOYSA-N,train,0.40909090909090912,1,1,same
CMP:SLINHMUFWFWBMU-UHFFFAOYSA-N,train,CMP:MNIGYIKCFSPQRJ-UHFFFAOYSA-N,train,0.47619047619047616,0,1,opposite
CMP:SMEROWZSTRWXGI-HVATVPOCSA-N,train,CMP:FCKJYANJHNLEEP-XRWYNYHCSA-N,train,0.21839080459770116,0,0,same
CMP:SMPZPKRDRQOOHT-UHFFFAOYSA-N,train,CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N,train,0.24358974358974358,1,1,same
CMP:SMYMJHWAQXWPDB-UHFFFAOYSA-N,train,CMP:WHKUVVPPKQRRBV-UHFFFAOYSA-N,train,0.51428571428571423,0,0,same
CMP:SNICXCGAKADSCV-JTQLQIEISA-N,train,CMP:XKABJYQDMJTNGQ-UHFFFAOYSA-N,train,0.51219512195121952,0,1,opposite
CMP:SNIOPGDIGTZGOP-UHFFFAOYSA-N,train,CMP:TZRXHJWUDPFEEY-UHFFFAOYSA-N,train,0.40000000000000002,1,0,opposite
CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,train,CMP:FUCMFBXWLUGVIZ-UHFFFAOYSA-N,train,0.9285714285714286,1,1,same
CMP:SPANOECCGNXGNR-UHFFFAOYSA-N,train,CMP:YIIMEMSDCNDGTB-UHFFFAOYSA-N,train,0.22580645161290322,1,1,same
CMP:SPVAQUCGELAFGL-UHFFFAOYSA-N,train,CMP:ATFARZXNCCWOKJ-UHFFFAOYSA-N,train,0.3728813559322034,0,1,opposite
CMP:SRPCPRSDICCCRQ-UHFFFAOYSA-N,train,CMP:ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,train,0.50980392156862742,0,0,same
CMP:SRSPQXBFDCGXIZ-JTQLQIEISA-N,train,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,train,0.39473684210526316,0,0,same
CMP:SRSYSQPJIQFKKN-UHFFFAOYSA-N,train,CMP:FUSGACRLAFQQRL-UHFFFAOYSA-N,train,0.57692307692307687,1,1,same
CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,train,CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,train,0.68000000000000005,1,1,same
CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,train,CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,train,0.68000000000000005,1,1,same
CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,train,CMP:PEDCQBHIVMGVHV-UHFFFAOYSA-N,train,0.5714285714285714,0,0,same
CMP:SUBDBMMJDZJVOS-UHFFFAOYSA-N,train,CMP:JQUKCPUPFALELS-UHFFFAOYSA-N,train,0.24657534246575341,1,1,same
CMP:SUGZATOHBPXTDV-UHFFFAOYSA-N,train,CMP:RXPKOTQRDGEKFY-UHFFFAOYSA-N,train,0.55000000000000004,1,1,same
CMP:SUJOMVHQTCCFTH-UHFFFAOYSA-N,train,CMP:AVESHLVLHJKUKQ-UHFFFAOYSA-N,train,0.36585365853658536,1,1,same
CMP:SVCNNZDUGWLODJ-RAYFHMIRSA-N,train,CMP:BCJMNZRQJAVDLD-CQRYIUNCSA-N,train,0.6875,1,1,same
CMP:SVLDILRDQOVJED-UHFFFAOYSA-N,train,CMP:JORMZLCKCZMVJM-UHFFFAOYSA-N,train,0.6785714285714286,1,1,same
CMP:SVPKNMBRVBMTLB-UHFFFAOYSA-N,train,CMP:LGRFSURHDFAFJT-UHFFFAOYSA-N,train,0.42857142857142855,0,0,same
CMP:SWXSJBPKOPJPJL-UHFFFAOYSA-N,train,CMP:IDFLGSYEBJNWMK-UHFFFAOYSA-N,train,0.36842105263157893,1,1,same
CMP:SXHWIUYWGJFLKB-UHFFFAOYSA-N,train,CMP:XEMRAKSQROQPBR-UHFFFAOYSA-N,train,0.30555555555555558,1,1,same
CMP:SXSWSYRFTJDJTA-UHFFFAOYSA-N,train,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,train,0.3888888888888889,0,0,same
CMP:SXZZHGJWUBJKHH-UHFFFAOYSA-N,train,CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N,train,0.60465116279069764,1,1,same
CMP:SYELZBGXAIXKHU-UHFFFAOYSA-N,train,CMP:WJYIASZWHGOTOU-UHFFFAOYSA-N,train,0.36363636363636365,0,0,same
CMP:SZOHWYCBDJPVGO-WAYWQWQTSA-N,train,CMP:MIJJGTDCQRHTPM-PLNGDYQASA-N,train,0.52631578947368418,1,1,same
CMP:TVWOWDDBXAFQDG-UHFFFAOYSA-N,train,CMP:SRPCPRSDICCCRQ-UHFFFAOYSA-N,train,0.38775510204081631,0,0,same
CMP:TWBYWOBDOCUKOW-UHFFFAOYSA-N,train,CMP:VFQXVTODMYMSMJ-UHFFFAOYSA-N,train,0.59090909090909094,0,0,same
CMP:TYMLOMAKGOJONV-UHFFFAOYSA-N,train,CMP:RAUWPNXIALNKQM-UHFFFAOYSA-N,train,0.58333333333333337,0,0,same
CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,train,CMP:CCTMZRHJDTTZRF-UHFFFAOYSA-N,train,1,1,1,same
CMP:TZRXHJWUDPFEEY-UHFFFAOYSA-N,train,CMP:SNIOPGDIGTZGOP-UHFFFAOYSA-N,train,0.40000000000000002,0,1,opposite
CMP:UATJOMSPNYCXIX-UHFFFAOYSA-N,train,CMP:BIXZHMJUSMUDOQ-UHFFFAOYSA-N,train,0.54545454545454541,0,0,same
CMP:UBMCASIEYGYFCF-UHFFFAOYSA-N,train,CMP:WZHUJOMADVNYDA-UHFFFAOYSA-N,train,0.64000000000000001,0,0,same
CMP:UBXSITBCVLNRNX-UHFFFAOYSA-N,train,CMP:PLAZTCDQAHEYBI-UHFFFAOYSA-N,train,0.27272727272727271,1,1,same
CMP:UCTPNCITVKAWEJ-UHFFFAOYSA-N,train,CMP:GYRMPDLIHUXUIG-UHFFFAOYSA-N,train,0.7021276595744681,1,1,same
CMP:UEALKTCRMBVTFN-UHFFFAOYSA-N,train,CMP:RAUWPNXIALNKQM-UHFFFAOYSA-N,train,0.62068965517241381,0,0,same
CMP:UEDUENGHJMELGK-HYDKPPNVSA-N,train,CMP:SEBIKDIMAPSUBY-OVWCXOJYSA-N,train,0.24242424242424243,0,0,same
CMP:UEEJHVSXFDXPFK-UHFFFAOYSA-N,train,CMP:GFOKXZBYAVRDMO-UHFFFAOYSA-N,train,0.45000000000000001,0,1,opposite
CMP:UEKQGZQLUMSLNW-UHFFFAOYSA-N,train,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,train,0.28813559322033899,0,0,same
CMP:UHOVQNZJYSORNB-UHFFFAOYSA-N,train,CMP:JUJWROOIHBZHMG-UHFFFAOYSA-N,train,0.33333333333333331,1,1,same
CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,train,CMP:AIFRHYZBTHREPW-UHFFFAOYSA-N,train,0.60869565217391308,1,0,opposite
CMP:ULXKXLZEOGLCRJ-BYPYZUCNSA-N,train,CMP:GGLZPLKKBSSKCX-YFKPBYRVSA-N,train,0.51724137931034486,0,1,opposite
CMP:UNISKOOZAQCSPC-KWVAZRHASA-N,train,CMP:CHSYXJNUOMUPOG-GRMWVWQJSA-N,train,0.54216867469879515,1,1,same
CMP:UOCLXMDMGBRAIB-UHFFFAOYSA-N,train,CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,train,0.42857142857142855,0,1,opposite
CMP:UQMRAFJOBWOFNS-UHFFFAOYSA-N,train,CMP:BBPLSOGERZQYQC-UHFFFAOYSA-N,train,0.71111111111111114,0,0,same
CMP:USZDDJLVNDSPSY-UHFFFAOYSA-N,train,CMP:YUEXLPFBTMPXCY-UHFFFAOYSA-N,train,0.5,1,0,opposite
CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N,train,CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,train,0.61904761904761907,0,0,same
CMP:UTMWFJSRHLYRPY-UHFFFAOYSA-N,train,CMP:RIBGNAJQTOXRDK-UHFFFAOYSA-N,train,0.61111111111111116,0,1,opposite
CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N,train,CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,train,0.55384615384615388,1,1,same
CMP:UWPBQLKEHGGKKD-GZTJUZNOSA-N,train,CMP:PVNIIMVLHYAWGP-UHFFFAOYSA-N,train,0.46153846153846156,0,0,same
CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,train,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,train,1,1,1,same
CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,train,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,train,1,1,1,same
CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N,train,CMP:SBPBAQFWLVIOKP-UHFFFAOYSA-N,train,0.24444444444444444,0,0,same
CMP:VCBRBUKGTWLJOB-UHFFFAOYSA-N,train,CMP:WZHUJOMADVNYDA-UHFFFAOYSA-N,train,0.33333333333333331,0,0,same
CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N,train,CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,train,0.90476190476190477,0,0,same
CMP:VEZXCJBBBCKRPI-UHFFFAOYSA-N,train,CMP:YEJRWHAVMIAJKC-UHFFFAOYSA-N,train,0.625,1,0,opposite
CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,train,CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N,train,0.27272727272727271,1,0,opposite
CMP:VFLDPWHFBUODDF-UHFFFAOYSA-N,train,CMP:CZQNYPBIOHVQQN-UHFFFAOYSA-N,train,0.58695652173913049,0,0,same
CMP:VFQXVTODMYMSMJ-UHFFFAOYSA-N,train,CMP:TWBYWOBDOCUKOW-UHFFFAOYSA-N,train,0.59090909090909094,0,0,same
CMP:VFWCMGCRMGJXDK-UHFFFAOYSA-N,train,CMP:HRYZWHHZPQKTII-UHFFFAOYSA-N,train,0.41666666666666669,0,1,opposite
CMP:VGNMVQBFGJATJZ-UHFFFAOYSA-N,train,CMP:AAOVKJBEBIDNHE-UHFFFAOYSA-N,train,0.33333333333333331,0,0,same
CMP:VHNPZOQVSSWOJZ-UHFFFAOYSA-N,train,CMP:CWPDWGWHFVCTQM-UHFFFAOYSA-N,train,0.42424242424242425,0,1,opposite
CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,train,CMP:AVESHLVLHJKUKQ-UHFFFAOYSA-N,train,0.31578947368421051,0,1,opposite
CMP:VKYKSIONXSXAKP-UHFFFAOYSA-N,train,CMP:PREXGTBZMLDXHV-UHFFFAOYSA-N,train,0.13636363636363635,0,1,opposite
CMP:VLCYCQAOQCDTCN-UHFFFAOYSA-N,train,CMP:DHMQDGOQFOQNFH-UHFFFAOYSA-N,train,0.25925925925925924,0,1,opposite
CMP:VLPFTAMPNXLGLX-UHFFFAOYSA-N,train,CMP:BYKYTXUAKJDVPV-UHFFFAOYSA-N,train,0.40625,0,0,same
CMP:VLZVIIYRNMWPSN-UHFFFAOYSA-N,train,CMP:DOPJTDJKZNWLRB-UHFFFAOYSA-N,train,0.7407407407407407,0,0,same
CMP:VMMDOCYDNRLESP-UHFFFAOYSA-N,train,CMP:IMACFCSSMIZSPP-UHFFFAOYSA-N,train,0.5,0,0,same
CMP:VMUXSMXIQBNMGZ-UHFFFAOYSA-N,train,CMP:NFBOHOGPQUYFRF-UHFFFAOYSA-N,train,0.375,0,0,same
CMP:VNYKETBBOXBLET-UHFFFAOYSA-N,train,CMP:AUZONCFQVSMFAP-UHFFFAOYSA-N,train,0.59090909090909094,1,0,opposite
CMP:VOJLELRQLPENHL-UHFFFAOYSA-N,train,CMP:SEQDDYPDSLOBDC-UHFFFAOYSA-N,train,0.52631578947368418,0,0,same
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,train,CMP:GNOIPBMMFNIUFM-UHFFFAOYSA-N,train,0.23529411764705882,0,1,opposite
CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N,train,CMP:BOUGCJDAQLKBQH-UHFFFAOYSA-N,train,0.45454545454545453,0,0,same
CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,train,CMP:RRHGJUQNOFWUDK-UHFFFAOYSA-N,train,0.45454545454545453,0,1,opposite
CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N,train,CMP:OHMHBGPWCHTMQE-UHFFFAOYSA-N,train,0.15625,1,1,same
CMP:VTLNPNNUIJHJQB-UHFFFAOYSA-N,train,CMP:ICMGLRUYEQNHPF-UHFFFAOYSA-N,train,0.23170731707317074,1,0,opposite
CMP:VTOUNUQLXMNNMQ-UHFFFAOYSA-N,train,CMP:AKZHPJMVGQRYGX-UHFFFAOYSA-N,train,0.70967741935483875,0,1,opposite
CMP:VTWQUFUBSCXPOW-UHFFFAOYSA-N,train,CMP:SXZZHGJWUBJKHH-UHFFFAOYSA-N,train,0.55000000000000004,1,1,same
CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N,train,CMP:CKAPSXZOOQJIBF-UHFFFAOYSA-N,train,0.23076923076923078,0,1,opposite
CMP:VVBJNJFYBCLUAH-UHFFFAOYSA-N,train,CMP:ZMQAAUBTXCXRIC-UHFFFAOYSA-N,train,0.45945945945945948,1,1,same
CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N,train,CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N,train,0.43478260869565216,1,0,opposite
CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N,train,CMP:CTRXDTYTAAKVSM-UHFFFAOYSA-N,train,0.84507042253521125,0,0,same
CMP:VVQNEPGJFQJSBK-UHFFFAOYSA-N,train,CMP:WFJRIDQGVSJLLH-UHFFFAOYSA-N,train,0.31818181818181818,0,0,same
CMP:VXPLXMJHHKHSOA-UHFFFAOYSA-N,train,CMP:SVLDILRDQOVJED-UHFFFAOYSA-N,train,0.41176470588235292,0,1,opposite
CMP:VYGQUTWHTHXGQB-FFHKNEKCSA-N,train,CMP:OENHQHLEOONYIE-JLTXGRSLSA-N,train,0.59259259259259256,0,0,same
CMP:VYQNWZOUAUKGHI-UHFFFAOYSA-N,train,CMP:ISWSIDIOOBJBQZ-UHFFFAOYSA-N,train,0.43478260869565216,0,0,same
CMP:VYTOCZMQXCNIPD-UHFFFAOYSA-N,train,CMP:ARZWATDYIYAUTA-UHFFFAOYSA-N,train,0.30232558139534882,0,1,opposite
CMP:VYZAHLCBVHPDDF-UHFFFAOYSA-N,train,CMP:RAUWPNXIALNKQM-UHFFFAOYSA-N,train,0.48275862068965519,0,0,same
CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,train,CMP:PXBRQCKWGAHEHS-UHFFFAOYSA-N,train,0.42857142857142855,1,0,opposite
CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N,train,CMP:ISAOCJYIOMOJEB-UHFFFAOYSA-N,train,0.42307692307692307,0,0,same
CMP:WBBDVRPSJSJSPC-UHFFFAOYSA-N,train,CMP:FUSGACRLAFQQRL-UHFFFAOYSA-N,train,0.51851851851851849,1,1,same
CMP:WBLZUCOIBUDNBV-UHFFFAOYSA-N,train,CMP:KDYFGRWQOYBRFD-UHFFFAOYSA-N,train,0.44444444444444442,0,0,same
CMP:WBNQDOYYEUMPFS-UHFFFAOYSA-N,train,CMP:FCYWOYUDCUKTJC-UHFFFAOYSA-N,train,0.5714285714285714,1,1,same
CMP:WDAHFRFQQRIZTK-UHFFFAOYSA-N,train,CMP:GFOKXZBYAVRDMO-UHFFFAOYSA-N,train,0.5714285714285714,1,1,same
CMP:WECDUOXQLAIPQW-UHFFFAOYSA-N,train,CMP:IBOFVQJTBBUKMU-UHFFFAOYSA-N,train,0.53846153846153844,1,1,same
CMP:WFJIVOKAWHGMBH-UHFFFAOYSA-N,train,CMP:KUXGUCNZFCVULO-UHFFFAOYSA-N,train,0.34146341463414637,0,0,same
CMP:WFJRIDQGVSJLLH-UHFFFAOYSA-N,train,CMP:VVQNEPGJFQJSBK-UHFFFAOYSA-N,train,0.31818181818181818,0,0,same
CMP:WHGYBXFWUBPSRW-FOUAGVGXSA-N,train,CMP:DLRVVLDZNNYCBX-KNHCDGMMSA-N,train,0.28947368421052633,0,0,same
CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N,train,CMP:LWICCBMIAPTSTO-UHFFFAOYSA-N,train,0.22727272727272727,0,1,opposite
CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N,train,CMP:LFQSCWFLJHTTHZ-UHFFFAOYSA-N,train,0.26666666666666666,1,0,opposite
CMP:WHKUVVPPKQRRBV-UHFFFAOYSA-N,train,CMP:SMYMJHWAQXWPDB-UHFFFAOYSA-N,train,0.51428571428571423,0,0,same
CMP:WHNWPMSKXPGLAX-UHFFFAOYSA-N,train,CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N,train,0.24444444444444444,1,0,opposite
CMP:WHOKDONDRZNCBC-UHFFFAOYSA-N,train,CMP:BBPLSOGERZQYQC-UHFFFAOYSA-N,train,0.60869565217391308,0,0,same
CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,train,CMP:CKLJMWTZIZZHCS-REOHCLBHSA-N,train,0.54545454545454541,0,0,same
CMP:WIIZWVCIJKGZOK-RKDXNWHRSA-N,train,CMP:OTVAEFIXJLOWRX-NXEZZACHSA-N,train,0.63636363636363635,0,0,same
CMP:WJCNZQLZVWNLKY-UHFFFAOYSA-N,train,CMP:NOMAVCLLBXUQRD-UHFFFAOYSA-N,train,0.2978723404255319,0,1,opposite
CMP:WJDNMDMNPIKDCP-UHFFFAOYSA-N,train,CMP:GOPFSGIKKZFUJK-UHFFFAOYSA-N,train,0.44117647058823528,1,0,opposite
CMP:WJFKNYWRSNBZNX-UHFFFAOYSA-N,train,CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,train,0.23999999999999999,0,1,opposite
CMP:WJNRPILHGGKWCK-UHFFFAOYSA-N,train,CMP:MXWJVTOOROXGIU-UHFFFAOYSA-N,train,0.73076923076923073,0,0,same
CMP:WJYIASZWHGOTOU-UHFFFAOYSA-N,train,CMP:YVZACCLFRNQBNO-UHFFFAOYSA-N,train,0.40000000000000002,0,1,opposite
CMP:WKIPQMJEBCEACS-UHFFFAOYSA-N,train,CMP:LYAHJFZLDZDIOH-UHFFFAOYSA-N,train,0.39583333333333331,0,1,opposite
CMP:WNSYEWGYAFFSSQ-UHFFFAOYSA-N,train,CMP:FUCMFBXWLUGVIZ-UHFFFAOYSA-N,train,0.7857142857142857,1,1,same
CMP:WNTRMRXAGJOLCU-UHFFFAOYSA-N,train,CMP:SVPKNMBRVBMTLB-UHFFFAOYSA-N,train,0.25806451612903225,1,0,opposite
CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,train,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,train,0.9285714285714286,1,1,same
CMP:WOEOEFXOZUBXMR-UHFFFAOYSA-N,train,CMP:ZUXJWNFAYDAZJB-UHFFFAOYSA-N,train,0.61290322580645162,1,1,same
CMP:WOJBAMBWWYIQHQ-QWPQFENESA-N,train,CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,train,0.20000000000000001,1,1,same
CMP:WOZVHXUHUFLZGK-UHFFFAOYSA-N,train,CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N,train,0.43478260869565216,0,0,same
CMP:WPYMKLBDIGXBTP-UHFFFAOYSA-N,train,CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N,train,0.55000000000000004,0,0,same
CMP:WSORODGWGUUOBO-UHFFFAOYSA-N,train,CMP:JXSJBGJIGXNWCI-UHFFFAOYSA-N,train,0.69444444444444442,0,0,same
CMP:WSWCOQWTEOXDQX-UHFFFAOYSA-N,train,CMP:BATOPAZDIZEVQF-UHFFFAOYSA-N,train,0.38095238095238093,0,1,opposite
CMP:WTEVQBCEXWBHNA-UHFFFAOYSA-N,train,CMP:KWISWUFGPUHDRY-UHFFFAOYSA-N,train,0.20000000000000001,0,1,opposite
CMP:WTTJVINHCBCLGX-NQLNTKRDSA-N,train,CMP:ZQPPMHVWECSIRJ-KTKRTIGZSA-N,train,0.5757575757575758,0,0,same
CMP:WVDDGKGOMKODPV-UHFFFAOYSA-N,train,CMP:KCXMKQUNVWSEMD-UHFFFAOYSA-N,train,0.47368421052631576,0,1,opposite
CMP:WWBBEXJQOOTEIL-GDVMHIJESA-N,train,CMP:WTTJVINHCBCLGX-NQLNTKRDSA-N,train,0.55555555555555558,0,0,same
CMP:WWXBHTZSYYGCSG-UHFFFAOYSA-N,train,CMP:GGLIEWRLXDLBBF-UHFFFAOYSA-N,train,0.45714285714285713,0,1,opposite
CMP:WXWCDTXEKCVRRO-UHFFFAOYSA-N,train,CMP:NIPDVSLAMPAWTP-UHFFFAOYSA-N,train,0.5,1,1,same
CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,train,CMP:OQIQSTLJSLGHID-WNWIJWBNSA-N,train,0.69491525423728817,1,1,same
CMP:WZCQRUWWHSTZEM-UHFFFAOYSA-N,train,CMP:PAYRUJLWNCNPSJ-UHFFFAOYSA-N,train,0.53333333333333333,0,0,same
