compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:DADTZHAWDPZVFJ-UHFFFAOYSA-N,DADTZHAWDPZVFJ-UHFFFAOYSA-N,0,,CMP:DADTZHAWDPZVFJ-UHFFFAOYSA-N,3
CMP:DAHPIMYBWVSMKQ-UHFFFAOYSA-N,DAHPIMYBWVSMKQ-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N,DBEPLOCGEIEOCV-WSBQPABSSA-N,1,O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N,1
CMP:DECIPOUIJURFOJ-UHFFFAOYSA-N,DECIPOUIJURFOJ-UHFFFAOYSA-N,0,C1=Cc2ccccc2NC1,CMP:DECIPOUIJURFOJ-UHFFFAOYSA-N,4
CMP:DEQZTKGFXNUBJL-UHFFFAOYSA-N,DEQZTKGFXNUBJL-UHFFFAOYSA-N,0,c1ccc2sc(SNC3CCCCC3)nc2c1,CMP:DEQZTKGFXNUBJL-UHFFFAOYSA-N,4
CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,DFBKLUNHFCTMDC-GKRDHZSOSA-N,0,C1=CC2CC1C1C3CC(C4OC34)C21,CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,1
CMP:DFBKLUNHFCTMDC-PICURKEMSA-N,DFBKLUNHFCTMDC-PICURKEMSA-N,0,C1=CC2CC1C1C3CC(C4OC34)C21,CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,1
CMP:DFPAKSUCGFBDDF-UHFFFAOYSA-N,DFPAKSUCGFBDDF-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:DGLJLGBVHRQILR-UHFFFAOYSA-N,DGLJLGBVHRQILR-UHFFFAOYSA-N,0,O=c1oc2ccccc2c2c1CCC2,CMP:DGLJLGBVHRQILR-UHFFFAOYSA-N,1
CMP:DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,1,,CMP:DHMQDGOQFOQNFH-UHFFFAOYSA-N,3
CMP:DHOYZNRIPLSCPT-UHFFFAOYSA-N,DHOYZNRIPLSCPT-UHFFFAOYSA-N,1,,CMP:DHOYZNRIPLSCPT-UHFFFAOYSA-N,2
CMP:DIKPQFXYECAYPC-UHFFFAOYSA-N,DIKPQFXYECAYPC-UHFFFAOYSA-N,1,,CMP:DIKPQFXYECAYPC-UHFFFAOYSA-N,4
CMP:DIWVBIXQCNRCFE-UHFFFAOYSA-N,DIWVBIXQCNRCFE-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:DKGAVHZHDRPRBM-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,0,,CMP:DKGAVHZHDRPRBM-UHFFFAOYSA-N,2
CMP:DLRVVLDZNNYCBX-KNHCDGMMSA-N,DLRVVLDZNNYCBX-KNHCDGMMSA-N,0,C1CCC(COC2CCCCO2)OC1,CMP:BYMPKULJRANZCQ-UHFFFAOYSA-N,2
CMP:DLZUBMGMHUNDLF-CVSXEEBHSA-N,DLZUBMGMHUNDLF-CVSXEEBHSA-N,1,O=C1CCC2C(CCC3C4CCCC4CCC23)C1,CMP:DLZUBMGMHUNDLF-CVSXEEBHSA-N,1
CMP:DNIAPMSPPWPWGF-UHFFFAOYSA-N,DNIAPMSPPWPWGF-UHFFFAOYSA-N,0,,CMP:DNIAPMSPPWPWGF-UHFFFAOYSA-N,3
CMP:DNPICXVYNIZRFB-UHFFFAOYSA-N,DNPICXVYNIZRFB-UHFFFAOYSA-N,1,,CMP:DNPICXVYNIZRFB-UHFFFAOYSA-N,3
CMP:DOPJTDJKZNWLRB-UHFFFAOYSA-N,DOPJTDJKZNWLRB-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:DPYMAXOKJUBANR-UHFFFAOYSA-N,DPYMAXOKJUBANR-UHFFFAOYSA-N,1,C1COCCN1,CMP:BZXUQIDKDGGYPB-UHFFFAOYSA-N,1
CMP:DSGKTUVITPQPRT-UHFFFAOYSA-N,DSGKTUVITPQPRT-UHFFFAOYSA-N,0,C1CCNCC1,CMP:DSGKTUVITPQPRT-UHFFFAOYSA-N,3
CMP:DUEPRVBVGDRKAG-UHFFFAOYSA-N,DUEPRVBVGDRKAG-UHFFFAOYSA-N,0,c1ccc2c(c1)CCO2,CMP:DUEPRVBVGDRKAG-UHFFFAOYSA-N,4
CMP:DURULFYMVIFBIR-UHFFFAOYSA-N,DURULFYMVIFBIR-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,DUWYZHLZDVCZIO-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:DVCCCQNKIYNAKB-UHFFFAOYSA-N,DVCCCQNKIYNAKB-UHFFFAOYSA-N,1,c1cnc2c(ccc3[nH]cnc32)n1,CMP:DVCCCQNKIYNAKB-UHFFFAOYSA-N,2
CMP:DVKJHBMWWAPEIU-UHFFFAOYSA-N,DVKJHBMWWAPEIU-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:FAUOSXUSCVJWAY-UHFFFAOYSA-N,FAUOSXUSCVJWAY-UHFFFAOYSA-N,0,,CMP:FAUOSXUSCVJWAY-UHFFFAOYSA-N,1
CMP:FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD-ZDUSSCGKSA-N,0,c1ccc(NCc2cnc3ncncc3n2)cc1,CMP:FBOZXECLQNJBKD-ZDUSSCGKSA-N,2
CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA-KVTDHHQDSA-N,0,,CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N,3
CMP:FCKJYANJHNLEEP-XRWYNYHCSA-N,FCKJYANJHNLEEP-XRWYNYHCSA-N,0,C=C1CCCCC1=CC=C1CCCC2CCCC12,CMP:FCKJYANJHNLEEP-XRWYNYHCSA-N,4
CMP:FCYWOYUDCUKTJC-UHFFFAOYSA-N,FCYWOYUDCUKTJC-UHFFFAOYSA-N,1,,CMP:FCYWOYUDCUKTJC-UHFFFAOYSA-N,4
CMP:FDCJUXDANKKYRM-UHFFFAOYSA-N,FDCJUXDANKKYRM-UHFFFAOYSA-N,1,O=C(c1ccccc1)N1CCNCC1,CMP:FDCJUXDANKKYRM-UHFFFAOYSA-N,1
CMP:FDKXTQMXEQVLRF-UHFFFAOYSA-N,FDKXTQMXEQVLRF-UHFFFAOYSA-N,1,c1c[nH]cn1,CMP:AQIXAKUUQRKLND-UHFFFAOYSA-N,2
CMP:FFEARJCKVFRZRR-UHFFFAOYSA-N,FFEARJCKVFRZRR-UHFFFAOYSA-N,0,,CMP:FFEARJCKVFRZRR-UHFFFAOYSA-N,1
CMP:FFYZMBQLAYDJIG-UHFFFAOYSA-N,FFYZMBQLAYDJIG-UHFFFAOYSA-N,1,c1ccc2c(c1)oc1ccccc12,CMP:FFYZMBQLAYDJIG-UHFFFAOYSA-N,4
CMP:FGLBSLMDCBOPQK-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,0,,CMP:FGLBSLMDCBOPQK-UHFFFAOYSA-N,2
CMP:FHIVAFMUCKRCQO-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,0,c1cncnc1,CMP:FHIVAFMUCKRCQO-UHFFFAOYSA-N,3
CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,FIPWRIJSWJWJAI-UHFFFAOYSA-N,0,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:FJLGEFLZQAZZCD-JUFISIKESA-N,FJLGEFLZQAZZCD-JUFISIKESA-N,1,c1ccc(-c2c[nH]c3ccccc23)cc1,CMP:FJLGEFLZQAZZCD-JUFISIKESA-N,3
CMP:FJTNLJLPLJDTRM-UHFFFAOYSA-N,FJTNLJLPLJDTRM-UHFFFAOYSA-N,1,c1ccc2c(c1)[nH]c1ncccc12,CMP:FJTNLJLPLJDTRM-UHFFFAOYSA-N,2
CMP:FKZLAQOTFPPENP-UHFFFAOYSA-N,FKZLAQOTFPPENP-UHFFFAOYSA-N,1,,CMP:FKZLAQOTFPPENP-UHFFFAOYSA-N,4
CMP:FLTYACUMGDVPLP-MDZDMXLPSA-N,FLTYACUMGDVPLP-MDZDMXLPSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:FMGSKLZLMKYGDP-USOAJAOKSA-N,FMGSKLZLMKYGDP-USOAJAOKSA-N,1,O=C1CCC2C1CCC1C3CCCCC3=CCC21,CMP:CZWCKYRVOZZJNM-USOAJAOKSA-N,1
CMP:FMKBEVQUKYPUEJ-UHFFFAOYSA-N,FMKBEVQUKYPUEJ-UHFFFAOYSA-N,1,,CMP:FMKBEVQUKYPUEJ-UHFFFAOYSA-N,1
CMP:FMWLUWPQPKEARP-UHFFFAOYSA-N,FMWLUWPQPKEARP-UHFFFAOYSA-N,1,,CMP:FMWLUWPQPKEARP-UHFFFAOYSA-N,3
CMP:FNKQFBWKNIGIOS-UHFFFAOYSA-N,FNKQFBWKNIGIOS-UHFFFAOYSA-N,0,c1ccoc1,CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,4
CMP:FNYLWPVRPXGIIP-UHFFFAOYSA-N,FNYLWPVRPXGIIP-UHFFFAOYSA-N,0,c1ccc(-c2cnc3ncncc3n2)cc1,CMP:FNYLWPVRPXGIIP-UHFFFAOYSA-N,4
CMP:FOCAUTSVDIKZOP-UHFFFAOYSA-N,FOCAUTSVDIKZOP-UHFFFAOYSA-N,0,,CMP:FOCAUTSVDIKZOP-UHFFFAOYSA-N,1
CMP:FOCVUCIESVLUNU-UHFFFAOYSA-N,FOCVUCIESVLUNU-UHFFFAOYSA-N,1,S=P(N1CC1)(N1CC1)N1CC1,CMP:FOCVUCIESVLUNU-UHFFFAOYSA-N,2
CMP:FODTZLFLDFKIQH-MLFZJPEPSA-N,FODTZLFLDFKIQH-MLFZJPEPSA-N,0,O=C(C=Cc1ccccc1)OC1CCC23CC24CCC2CCCC2C4CCC3C1,CMP:FODTZLFLDFKIQH-MLFZJPEPSA-N,2
CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,FQDIANVAWVHZIR-OWOJBTEDSA-N,1,,CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,4
CMP:FQDIANVAWVHZIR-UHFFFAOYSA-N,FQDIANVAWVHZIR-UHFFFAOYSA-N,1,,CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,4
CMP:FQYUMYWMJTYZTK-UHFFFAOYSA-N,FQYUMYWMJTYZTK-UHFFFAOYSA-N,1,c1ccc(OCC2CO2)cc1,CMP:FQYUMYWMJTYZTK-UHFFFAOYSA-N,4
CMP:FRCHKSNAZZFGCA-UHFFFAOYSA-N,FRCHKSNAZZFGCA-UHFFFAOYSA-N,1,,CMP:FRCHKSNAZZFGCA-UHFFFAOYSA-N,1
CMP:FSSPGSAQUIYDCN-UHFFFAOYSA-N,FSSPGSAQUIYDCN-UHFFFAOYSA-N,1,O=S1(=O)CCCO1,CMP:FSSPGSAQUIYDCN-UHFFFAOYSA-N,3
CMP:FSVJFNAIGNNGKK-UHFFFAOYSA-N,FSVJFNAIGNNGKK-UHFFFAOYSA-N,0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,CMP:FSVJFNAIGNNGKK-UHFFFAOYSA-N,3
CMP:FUCMFBXWLUGVIZ-UHFFFAOYSA-N,FUCMFBXWLUGVIZ-UHFFFAOYSA-N,1,C1CNCCNC1,CMP:FUCMFBXWLUGVIZ-UHFFFAOYSA-N,2
CMP:FULZLIGZKMKICU-UHFFFAOYSA-N,FULZLIGZKMKICU-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:FUSGACRLAFQQRL-UHFFFAOYSA-N,FUSGACRLAFQQRL-UHFFFAOYSA-N,1,,CMP:FUSGACRLAFQQRL-UHFFFAOYSA-N,4
CMP:FWIVLSMSIPKDRU-UHFFFAOYSA-N,FWIVLSMSIPKDRU-UHFFFAOYSA-N,1,,CMP:FWIVLSMSIPKDRU-UHFFFAOYSA-N,1
CMP:FXHOOIRPVKKKFG-UHFFFAOYSA-N,FXHOOIRPVKKKFG-UHFFFAOYSA-N,0,,CMP:FXHOOIRPVKKKFG-UHFFFAOYSA-N,4
CMP:FYXKXZFTZBYYNP-UHFFFAOYSA-N,FYXKXZFTZBYYNP-UHFFFAOYSA-N,1,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,FZNCGRZWXLXZSZ-CIQUZCHMSA-N,0,C1CCCCC1,CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,3
CMP:FZWGECJQACGGTI-UHFFFAOYSA-N,FZWGECJQACGGTI-UHFFFAOYSA-N,0,O=c1nc[nH]c2nc[nH]c12,CMP:FZWGECJQACGGTI-UHFFFAOYSA-N,1
CMP:GATVIKZLVQHOMN-UHFFFAOYSA-N,GATVIKZLVQHOMN-UHFFFAOYSA-N,0,,CMP:GATVIKZLVQHOMN-UHFFFAOYSA-N,2
CMP:GCENCHHONAGMNP-VIFPVBQESA-N,GCENCHHONAGMNP-VIFPVBQESA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GCLQWMIRLMWPHD-UHFFFAOYSA-N,GCLQWMIRLMWPHD-UHFFFAOYSA-N,0,C(=Cc1ccccc1)c1ccccc1,CMP:GCLQWMIRLMWPHD-UHFFFAOYSA-N,3
CMP:GEQNZVKIDIPGCO-UHFFFAOYSA-N,GEQNZVKIDIPGCO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GFIXPWIVPHYTAJ-UHFFFAOYSA-N,GFIXPWIVPHYTAJ-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GFOKXZBYAVRDMO-UHFFFAOYSA-N,GFOKXZBYAVRDMO-UHFFFAOYSA-N,1,,CMP:GFOKXZBYAVRDMO-UHFFFAOYSA-N,3
CMP:GGLIEWRLXDLBBF-UHFFFAOYSA-N,GGLIEWRLXDLBBF-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,GGLZPLKKBSSKCX-UHFFFAOYSA-N,1,,CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,1
CMP:GGLZPLKKBSSKCX-YFKPBYRVSA-N,GGLZPLKKBSSKCX-YFKPBYRVSA-N,1,,CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,1
CMP:GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV-UHFFFAOYSA-N,0,O=c1cc[nH]c(=O)[nH]1,CMP:GHASVSINZRGABV-UHFFFAOYSA-N,3
CMP:GHMLBKRAJCXXBS-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GHOSNRCGJFBJIB-UHFFFAOYSA-N,GHOSNRCGJFBJIB-UHFFFAOYSA-N,0,O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12)OC1CCCCC1,CMP:GHOSNRCGJFBJIB-UHFFFAOYSA-N,4
CMP:GHQCIALFYKYZGS-UHFFFAOYSA-N,GHQCIALFYKYZGS-UHFFFAOYSA-N,1,c1ccc2c(c1)oc1ccccc12,CMP:FFYZMBQLAYDJIG-UHFFFAOYSA-N,4
CMP:GHYALFXBRYPUHB-DUXPYHPUSA-N,GHYALFXBRYPUHB-DUXPYHPUSA-N,1,O=c1cc[nH]c2nc(C=Cc3ccco3)ccc12,CMP:GHYALFXBRYPUHB-DUXPYHPUSA-N,2
CMP:GLVAUDGFNGKCSF-UHFFFAOYSA-N,GLVAUDGFNGKCSF-UHFFFAOYSA-N,0,S=c1[nH]cnc2[nH]cnc12,CMP:GLVAUDGFNGKCSF-UHFFFAOYSA-N,1
CMP:GMHPROGCQPQRLG-UHFFFAOYSA-N,GMHPROGCQPQRLG-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:GMZOUDFUPHOZBW-UHFFFAOYSA-N,GMZOUDFUPHOZBW-UHFFFAOYSA-N,1,c1c[nH]cn1,CMP:AQIXAKUUQRKLND-UHFFFAOYSA-N,2
CMP:GNOIPBMMFNIUFM-UHFFFAOYSA-N,GNOIPBMMFNIUFM-UHFFFAOYSA-N,1,,CMP:GNOIPBMMFNIUFM-UHFFFAOYSA-N,4
CMP:GOOHAUXETOMSMM-UHFFFAOYSA-N,GOOHAUXETOMSMM-UHFFFAOYSA-N,1,C1CO1,CMP:CTKINSOISVBQLD-UHFFFAOYSA-N,1
CMP:GOOMUPCAOADBSA-UHFFFAOYSA-N,GOOMUPCAOADBSA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GOPFSGIKKZFUJK-UHFFFAOYSA-N,GOPFSGIKKZFUJK-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:GPAPPPVRLPGFEQ-UHFFFAOYSA-N,GPAPPPVRLPGFEQ-UHFFFAOYSA-N,0,O=S(=O)(c1ccccc1)c1ccccc1,CMP:AMTPYFGPPVFBBI-UHFFFAOYSA-N,1
CMP:GQBHKSFHNFMVES-MIHORJCMSA-N,GQBHKSFHNFMVES-MIHORJCMSA-N,1,O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)C(=NC=c2cccc3c2=Nc2c(cccc2C(=O)NC2COC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)CNC2=O)O3)COC(=O)CN1,CMP:GQBHKSFHNFMVES-MIHORJCMSA-N,1
CMP:GRYFJBRXMFVEIL-UHFFFAOYSA-N,GRYFJBRXMFVEIL-UHFFFAOYSA-N,1,,CMP:GRYFJBRXMFVEIL-UHFFFAOYSA-N,3
CMP:GSCLMSFRWBPUSK-UHFFFAOYSA-N,GSCLMSFRWBPUSK-UHFFFAOYSA-N,1,O=C1CCO1,CMP:GSCLMSFRWBPUSK-UHFFFAOYSA-N,2
CMP:GTVWRXDRKAHEAD-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,0,,CMP:GTVWRXDRKAHEAD-UHFFFAOYSA-N,2
CMP:GUMSHIGGVOJLBP-SLRPQMTOSA-N,GUMSHIGGVOJLBP-SLRPQMTOSA-N,0,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,CMP:GUMSHIGGVOJLBP-SLRPQMTOSA-N,3
CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,GVJHHUAWPYXKBD-UHFFFAOYSA-N,0,c1ccc2c(c1)CCCO2,CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,4
CMP:GVNWZKBFMFUVNX-UHFFFAOYSA-N,GVNWZKBFMFUVNX-UHFFFAOYSA-N,0,,CMP:GVNWZKBFMFUVNX-UHFFFAOYSA-N,4
CMP:GVYLCNUFSHDAAW-UHFFFAOYSA-N,GVYLCNUFSHDAAW-UHFFFAOYSA-N,1,C1C2C3C4CC5C3C1C5C24,CMP:GVYLCNUFSHDAAW-UHFFFAOYSA-N,3
CMP:GWHJZXXIDMPWGX-UHFFFAOYSA-N,GWHJZXXIDMPWGX-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GWIAAIUASRVOIA-UHFFFAOYSA-N,GWIAAIUASRVOIA-UHFFFAOYSA-N,0,c1ccc2ccccc2c1,CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,3
CMP:GWSLPKWCBFSXCD-FPLPWBNLSA-N,GWSLPKWCBFSXCD-FPLPWBNLSA-N,1,,CMP:GWSLPKWCBFSXCD-FPLPWBNLSA-N,2
CMP:GXDALQBWZGODGZ-UHFFFAOYSA-N,GXDALQBWZGODGZ-UHFFFAOYSA-N,0,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,CMP:GXDALQBWZGODGZ-UHFFFAOYSA-N,1
CMP:GYCMBHHDWRMZGG-UHFFFAOYSA-N,GYCMBHHDWRMZGG-UHFFFAOYSA-N,0,,CMP:GYCMBHHDWRMZGG-UHFFFAOYSA-N,2
CMP:GYRMPDLIHUXUIG-UHFFFAOYSA-N,GYRMPDLIHUXUIG-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:GYYDPBCUIJTIBM-DYOGSRDZSA-N,GYYDPBCUIJTIBM-DYOGSRDZSA-N,0,C1CCC(OC2C3CCOC2CO3)OC1,CMP:GYYDPBCUIJTIBM-DYOGSRDZSA-N,3
CMP:GZCRKMACGRBALK-VMPITWQZSA-N,GZCRKMACGRBALK-VMPITWQZSA-N,1,,CMP:GZCRKMACGRBALK-VMPITWQZSA-N,4
CMP:GZGZVOLBULPDFD-UHFFFAOYSA-N,GZGZVOLBULPDFD-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GZPBVLUEICLBOA-UHFFFAOYSA-N,GZPBVLUEICLBOA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:GZPOYVTZKHVRHE-UHFFFAOYSA-N,GZPOYVTZKHVRHE-UHFFFAOYSA-N,0,C(=NCCSCc1ccco1)NCCc1ccccc1,CMP:GZPOYVTZKHVRHE-UHFFFAOYSA-N,4
CMP:GZUXJHMPEANEGY-UHFFFAOYSA-N,GZUXJHMPEANEGY-UHFFFAOYSA-N,0,,CMP:GZUXJHMPEANEGY-UHFFFAOYSA-N,1
CMP:GZVHEAJQGPRDLQ-UHFFFAOYSA-N,GZVHEAJQGPRDLQ-UHFFFAOYSA-N,0,c1ccc(-c2ncncn2)cc1,CMP:GZVHEAJQGPRDLQ-UHFFFAOYSA-N,2
CMP:HAGCCDDROWPBPR-UHFFFAOYSA-N,HAGCCDDROWPBPR-UHFFFAOYSA-N,0,C1NCSCS1,CMP:HAGCCDDROWPBPR-UHFFFAOYSA-N,2
CMP:HAKZNKDZKQNRNW-UHFFFAOYSA-N,HAKZNKDZKQNRNW-UHFFFAOYSA-N,1,C1NCSCS1,CMP:HAGCCDDROWPBPR-UHFFFAOYSA-N,2
CMP:HAWPXGHAZFHHAD-UHFFFAOYSA-N,HAWPXGHAZFHHAD-UHFFFAOYSA-N,1,,CMP:HAWPXGHAZFHHAD-UHFFFAOYSA-N,1
CMP:HBGGXOJOCNVPFY-UHFFFAOYSA-N,HBGGXOJOCNVPFY-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:HBQPGVWPSQGTJK-TWELXNIESA-N,HBQPGVWPSQGTJK-TWELXNIESA-N,1,C=C1CC2CCC1C2,CMP:HBQPGVWPSQGTJK-TWELXNIESA-N,4
CMP:HDEPBBATNLJTLO-UHFFFAOYSA-N,HDEPBBATNLJTLO-UHFFFAOYSA-N,1,,CMP:HDEPBBATNLJTLO-UHFFFAOYSA-N,3
CMP:HDTIFOGXOGLRCB-MDZDMXLPSA-N,HDTIFOGXOGLRCB-MDZDMXLPSA-N,0,C1CCOC1,CMP:HDTIFOGXOGLRCB-MDZDMXLPSA-N,3
CMP:HEDRZPFGACZZDS-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,0,,CMP:HEDRZPFGACZZDS-UHFFFAOYSA-N,4
CMP:HFACYLZERDEVSX-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:HFZWRUODUSTPEG-UHFFFAOYSA-N,HFZWRUODUSTPEG-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:HGINCPLSRVDWNT-UHFFFAOYSA-N,HGINCPLSRVDWNT-UHFFFAOYSA-N,0,,CMP:HGINCPLSRVDWNT-UHFFFAOYSA-N,1
CMP:HGUFODBRKLSHSI-UHFFFAOYSA-N,HGUFODBRKLSHSI-UHFFFAOYSA-N,1,c1ccc2c(c1)Oc1ccccc1O2,CMP:HGUFODBRKLSHSI-UHFFFAOYSA-N,1
CMP:HGZHAINHFBFXIU-UHFFFAOYSA-N,HGZHAINHFBFXIU-UHFFFAOYSA-N,0,O=c1nc(-c2ccccc2)c2ccccc2[nH]1,CMP:HGZHAINHFBFXIU-UHFFFAOYSA-N,4
CMP:HJOVHMDZYOCNQW-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,0,O=C1C=CCCC1,CMP:HJOVHMDZYOCNQW-UHFFFAOYSA-N,2
CMP:HKGJFHDHCGYJAM-UHFFFAOYSA-N,HKGJFHDHCGYJAM-UHFFFAOYSA-N,1,,CMP:HKGJFHDHCGYJAM-UHFFFAOYSA-N,2
CMP:HKJKONMZMPUGHJ-UHFFFAOYSA-N,HKJKONMZMPUGHJ-UHFFFAOYSA-N,0,c1ccc(N=Nc2ccc3ccc(N=Nc4ccccc4)cc3c2)cc1,CMP:HKJKONMZMPUGHJ-UHFFFAOYSA-N,3
CMP:HKOOXMFOFWEVGF-UHFFFAOYSA-N,HKOOXMFOFWEVGF-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:HLBLWEWZXPIGSM-UHFFFAOYSA-N,HLBLWEWZXPIGSM-UHFFFAOYSA-N,1,c1ccc(Oc2ccccc2)cc1,CMP:HLBLWEWZXPIGSM-UHFFFAOYSA-N,2
CMP:HMBBJSKXDBUNNT-UHFFFAOYSA-N,HMBBJSKXDBUNNT-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:HMUODERFGQSGSR-UHFFFAOYSA-N,HMUODERFGQSGSR-UHFFFAOYSA-N,0,O=C1CCc2c1c(=O)oc1ccccc21,CMP:HMUODERFGQSGSR-UHFFFAOYSA-N,4
CMP:HNURKXXMYARGAY-UHFFFAOYSA-N,HNURKXXMYARGAY-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
