compound_id,dataset_role,record_count,record_keys_json,source_labels_json,clear_positive_count,clear_negative_count,nonbinary_count,discordant_nonclear_count,has_discordant_nonclear_evidence,exact_duplicate_class
CMP:DAEYIVCTQUFNTM-ABAIWWIYSA-N,external,1,"[""REC:386d7d5a5880af306c3ce082278134857ebd2fcb01ee8b02fc00fd608e2d54d9""]",[],0,0,1,0,false,single_record
CMP:DAFHKNAQFPVRKR-UHFFFAOYSA-N,external,1,"[""REC:a2d4ba41569d9cd312efba3768594ed19a9e6b6b0a6e41e4e52e51f6b4b54307""]",[],0,0,1,0,false,single_record
CMP:DAGYDJHSDMRWJX-UHFFFAOYSA-N,external,1,"[""REC:433260525d4846f1f8f1e445394affe6b581fadcbd18946bb1a3001f6698ef75""]",[],0,0,1,0,false,single_record
CMP:DAHPIMYBWVSMKQ-UHFFFAOYSA-N,development,35,"[""REC:078b44224187efc49e343f03b2e7d02d9f26264b6746dca6376666c974b0c7c9"",""REC:0afdbf429363c2e09797c8f9b4e2f090bb287cbc75f0835e8a3c656663c02d28"",""REC:1683d7314020beb9d23a72b5933b2176a12546e7e30082cf8a6802e69706bb77"",""REC:1f50b4b767e091d27f6ae98f385c69715cdd49a75beb047d3c62365d2bb249c9"",""REC:2577ab8d0c479101b352829bfd224e15afebbe4979132128799a3dea0b5d83cc"",""REC:2f2c619cf4b18a62c4ff5f23bf41370e1a1cc613c7d8b725b55963bfc9815527"",""REC:4a431dc568abd2fb3ced5cc295df3185819c479955c3b9f73cf3b53ff9bbdce6"",""REC:4ab279c4babcdf48772f015357ec89c71c5802af6cfcf1a450957d8abc074528"",""REC:50b3e957ced71c3ae053e93ae1ba4dedc8a610d154552c82802b74a92fd68c48"",""REC:56e59fe2d9217883e2b0fa5a266d5a489c312d624f7d6830614cd5894a97d55b"",""REC:5a3690354d95b3fa1191f4cc7f21316e45ef4740ce51a6b79620603098f42816"",""REC:5bc900e3838beba72ac46152ede60a7d538d6532c05a9aebff966ea2a392f056"",""REC:607d08f0c7990e84bdf7bc3ac90aadd738db6365dcb6e2ca7f84d38526bd3f5b"",""REC:6d1f95807a091b450343c456b4e4fa25dae2c490ad2cd2732205521347d43f99"",""REC:79f049875fd3cf4dae7241695bb6f2605effcf95bee637c1e046a3c3fa10f65f"",""REC:7c13a48d3559aee0fd98a5e96f5205e6b61bffc3b1f0a85515a6a1515d72f7e6"",""REC:821a94b1eb294a9cf51cb5e375239ff0a9c0fe9b17ad8f37c97b61584fcc2371"",""REC:85e47f07c6cff420e9fbed087f9e8a6090205a97da60071c6141de0d82011d5a"",""REC:86f1d76f36e5277b8ca23e61f902a13688b3f634dec711f893f966e6e0de6764"",""REC:8a9f598527d8b387a4c64866963f40648df674ffdfccbd325e6e8f4be878dcac"",""REC:8b65a4771034b578f43698201824cd88cd213bbe5354a713d70124dde5d35122"",""REC:8c7241cc2221962158037bf9934841dda2f57bc89e94a8676af78db7353de186"",""REC:8ea84a76eb68cf9cab0b3e2996d894b488e41134f1817ffe08f11223e0ea274d"",""REC:91204b8a37149dc733f05f47e85a6e2f9e0c56826771c67ca5fa555f5a49f790"",""REC:9240ce825ff26c99f2cf23729194da6ffbbbb253ca1f71a1393b345415c41704"",""REC:9481dadd1f3d3ae10273628e111b6f5e225e5a2937e1274aea4a8d45f5ab8944"",""REC:a5274385e509c6af3467c9a7b57952de27481090e15e7519e8a9f5e90f0613d3"",""REC:a89ab3aea6efb93880b1d35e148eef81f0120b8e84f8812467c45abb6b188116"",""REC:c79bf933166a934658257c6dd675f992d07dbb86f03036b45ba656bd0ca590da"",""REC:c8d14fb8c0c0b3d51f153c3e5fbef0fb584fea8ace80a0b7cfc03b7fc4143566"",""REC:d4be7fc50c495cba0d592a427f94822da780921e9cbf7586452cc3b6cc9adff9"",""REC:d5031d37bb25de12bb42c39515ab37ab9a2887a88e115222a50a5074255002f2"",""REC:f611c7f5b87f2df1bc70a083990dca7627aaad9a2d32f6d6fbd6e1d339debb2e"",""REC:f6706013c485907d117a682c2c0bfd149e8198818770556ee7843dfe2bf1b2f5"",""REC:f7d717ca59e4b5e5fc641b10991413734cb84c55ab93e512d060604a553c6f53""]","[""0"",""c""]",17,0,18,0,false,multiple_clear_with_nonbinary
CMP:DAHPIMYBWVSMKQ-UHFFFAOYSA-N,external,4,"[""REC:3aafd7da7709efce87838d661951a00390a9d5155dc80bfdce2b92f3f58524b9"",""REC:74d805e4be9a9f820a1428f636e76dd4979bf4ce215f1471b79de67e7bcfcc57"",""REC:9d05d5f90c57fdeeb6faa20d055f1a21b6084f47bc470833d75f80f36c67a5c5"",""REC:c98d7471bf2db5ce50ff3d9e4b0f8264cb57864750845629b6a704d474fed220""]","[""POSITIVE""]",4,0,0,0,false,multiple_clear_same_label
CMP:DAKWPKUUDNSNPN-UHFFFAOYSA-N,external,1,"[""REC:e9116e7348fd97698f1be5def70b3704038024aa4526dca0e6b0e648a3f3fb0c""]",[],0,0,1,0,false,single_record
CMP:DAQYBCYKZBRYOR-UHFFFAOYSA-N,external,1,"[""REC:fe2436f069433beb035d72fc6d9ee3362df057a34d602b889fdcd58adb433f60""]",[],0,0,1,0,false,single_record
CMP:DASPVRBQHVXYOC-UHFFFAOYSA-N,external,1,"[""REC:09f78efb496f1bf07a61cba674651f9e0b3012268098ba1cf02aeb615cb943bf""]",[],0,0,1,0,false,single_record
CMP:DATAGRPVKZEWHA-YFKPBYRVSA-N,external,1,"[""REC:d3eecab47ca9b2f0bf6485a905e19bcef9cd8f9dfe387b75dd5854025e893d31""]",[],0,0,1,0,false,single_record
CMP:DAUWYVUKZMSMCP-UHFFFAOYSA-N,external,1,"[""REC:3fcddf7924a69e7217266b3af68fc9a3da562d6dea8647a70de34404bce3c841""]",[],0,0,1,0,false,single_record
CMP:DAVHXBQWBKIIIC-UHFFFAOYSA-N,external,1,"[""REC:468978961af3e7058773fcbd019fcc0e167e50b38f5e00db0a7ea77cba841449""]",[],0,0,1,0,false,single_record
CMP:DAZXKDNMZIGPQQ-UHFFFAOYSA-N,external,1,"[""REC:05f202a3b0b062b8098b55567900d070fd0972d056475da1a629752a3d22ddb9""]",[],0,0,1,0,false,single_record
CMP:DBABZHXKTCFAPX-UHFFFAOYSA-N,development,14,"[""REC:0700d5f82dd73da3239c305fb946496d9fda60bd7c40c1c1417488f50a0277ff"",""REC:19a4020e4b9583461e15f0219c78122ca37dd943c194c7e51d558e2833c5f50e"",""REC:2e5e071561d99a1173c2f0cf9c1b03b871e95149004933acd36979dcb6a69713"",""REC:302162496fdf1083b39d27e9f460cec7c8351a830673fbaedda27dd92cc9e552"",""REC:41c48331abd8d899877c6ecd1a1cd33513afc0c21ea4e59382e63f8e5d8d0306"",""REC:4b736a69b020d3364f3ba1ebd273478b2938101a5efc600d226676f494e638f4"",""REC:5cb3dbc30c47b8822ad5774f39fc6a1b44bf7d4504df9d7cde1e06ef656808f6"",""REC:605c15f63bc3c7a830340f2a6310f086e195faa3fa30b0a1a8bd090b12ae35c7"",""REC:88af975b2c59e43d1f9576fadb497174719b560e4e7c949c53abe1ba4177ad20"",""REC:9a76de7709bdde525136dae9ae6acefeb1fde8b422402644ac87baf98521e663"",""REC:e7ae72015eff794f1e78906ab9d719666e4c77e14de89dc001ded7d6d0e42662"",""REC:ec3eff4eb8f90f5caee3f3c249771253b231da2be6296b88059d843ef69874b6"",""REC:fd251b90197f7fd4794e842dfb67ee70c2ced3326f32501205450f282253b00e"",""REC:ff1eeac85af8822dc667d91f4bf9034080dbbc5c87b8be7218613a3bf89df6f2""]","[""-"",""0"",""p""]",0,3,11,2,true,multiple_clear_with_nonbinary
CMP:DBABZHXKTCFAPX-UHFFFAOYSA-N,external,4,"[""REC:14e320b4a6f65002687aea983e05adf557c05d2ddb50f16abdb4f751dadeab4b"",""REC:89b7d5cde69dd98979f505d34c891729ac115b74aac996431cadadfda8ee9475"",""REC:e2a4e154b6a0b9eb88fc2fdebbba5effb3b366ed6e05fa40295b0ee21877e877"",""REC:e3d95b2b19747262bcc528d8920a9b10b1b8a9228b3b3a0aa131b4f529a4b9dd""]","[""NEGATIVE"",""POSITIVE""]",1,3,0,0,false,multiple_clear_conflicting
CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N,development,1,"[""REC:524507ef9e9e4877b26d9b9b6aa5aea28396e8adcd10bd22b47fa43cb511e7df""]","[""+""]",1,0,0,0,false,single_record
CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N,external,1,"[""REC:f793c62a0c75afa1e5138c92865596a1b1699fa01232a22e64554f98608e0694""]","[""POSITIVE""]",1,0,0,0,false,single_record
CMP:DBFYESDCPWWCHN-UHFFFAOYSA-N,external,1,"[""REC:3077de2f3eb79c925d6a5fca775ff439526c609d16cf9ade1cd36f7ee7fcf4cc""]",[],0,0,1,0,false,single_record
CMP:DBIGHPPNXATHOF-UHFFFAOYSA-N,external,4,"[""REC:066983f6bbf133b11075ba626de6f513efa65f51a4874228fb691d0dadf48878"",""REC:8de217ba4a07578e6ab120ce48545842456bd386a12a246fe4f860f9a768647e"",""REC:cbde649894bfb4b66336c91b5cb5167a29b71356321b1ff478eb799f8ec34239"",""REC:e4dedaf10a1e4152352189c4275c9763b7bb9b0c90c803b090a1b622972905c6""]","[""EQUIVOCAL""]",0,0,4,0,false,multiple_nonbinary_only
CMP:DBKAISGEIQPDSR-UHFFFAOYSA-N,external,1,"[""REC:11c2278c56403b00bd22c00bc1411e02f04b55f1cdc6113744244178dfbfd4d7""]",[],0,0,1,0,false,single_record
CMP:DBLXDDWXGWLUAZ-RRKCRQDMSA-N,external,1,"[""REC:604a3ca7c6f48b45e169bc3d11cd68c925ed39509d3852bb18bfab6eae19999f""]",[],0,0,1,0,false,single_record
CMP:DBMJZOMNXBSRED-OQLLNIDSSA-N,external,1,"[""REC:64eee26e159eda169aa1f9ae491cd40d56665578ff3d11a332d4855be1214c3e""]",[],0,0,1,0,false,single_record
CMP:DBOZJKFTNIJDJL-UHFFFAOYSA-N,external,1,"[""REC:5bc6e38c371546413bf88a3f649eec94f0ddc83d2f78bf7374058c2846da259d""]",[],0,0,1,0,false,single_record
CMP:DBRLPDAPEFCODO-UHFFFAOYSA-N,external,1,"[""REC:7f4453e21baa1aa2f78c61fac00c4058febfcbf7d9d91c1c7bd65f070d470598""]",[],0,0,1,0,false,single_record
CMP:DBTRHJMMJLOORC-UHFFFAOYSA-N,external,1,"[""REC:468e3ffe6f5818c0705b8a89c10281c5f93762ef97f1166a4f4956ceedfdb937""]",[],0,0,1,0,false,single_record
CMP:DBUXSCUEGJMZAE-UHFFFAOYSA-N,development,1,"[""REC:0fce1d22562b2b5aff555822a7ade23abd4aed1fa054c0b9ddcb1652ebba62e5""]","[""C (Possible human carcinogen)""]",0,0,1,0,false,single_record
CMP:DBUXSCUEGJMZAE-UHFFFAOYSA-N,external,1,"[""REC:321ca65f4b182adf1b94c8f03a900702e3e3db9ebf21773609bf8663ac4314e3""]",[],0,0,1,0,false,single_record
CMP:DBZJJPROPLPMSN-UHFFFAOYSA-N,external,2,"[""REC:0bebc639107eebb3da415dabcf3e6272647d3a1adcb9016daa80a7225eceff4c"",""REC:fcb99032fca385514e5ca1d4fd6dd138ffee49ede920416b741004d73534680a""]","[""NEGATIVE""]",0,2,0,0,false,multiple_clear_same_label
CMP:DCAYPVUWAIABOU-UHFFFAOYSA-N,external,1,"[""REC:2ca5ca9331f96caec5128d731775977146827c5f74c35f642c581381a69694ad""]",[],0,0,1,0,false,single_record
CMP:DCEMCPAKSGRHCN-UHFFFAOYSA-N,external,1,"[""REC:15192fd98d5685cde9bcb59f8fb1479b68c02836c48e43890b40cf288973a742""]",[],0,0,1,0,false,single_record
CMP:DCOPUUMXTXDBNB-UHFFFAOYSA-N,external,1,"[""REC:ddcb85a9face4ce8b4c620b39f67a2648e55ff73e41ea189b8b77826f4af2941""]",[],0,0,1,0,false,single_record
CMP:DCPLOIFDMMEBQZ-UHFFFAOYSA-N,external,1,"[""REC:aab2d234ef49c27ae7dcf6cee074d732307abf7067390caecfd9584cee615b67""]",[],0,0,1,0,false,single_record
CMP:DCTOHCCUXLBQMS-UHFFFAOYSA-N,external,1,"[""REC:e0127a69689b0ed97b5fb489de2fbf659f5ba8031c2d37406ed8dd304e27306d""]",[],0,0,1,0,false,single_record
CMP:DCUJJWWUNKIJPH-UHFFFAOYSA-N,development,1,"[""REC:7fa0a53e35cb6402432d7a7615b962b5590f9ed2474813633b26a0dfe15b68b9""]",[],0,0,1,0,false,single_record
CMP:DCUJJWWUNKIJPH-UHFFFAOYSA-N,external,1,"[""REC:0b11da2e2e47ff83cd823a311aa89753cadd617e1a88dd6c10af5238e395a8a4""]",[],0,0,1,0,false,single_record
CMP:DCVWQAGUQFBCTF-UHFFFAOYSA-N,external,1,"[""REC:f09056fbb10ff810b47c6592c3c83562723bab8fe777527c5cfdbb1654e081f7""]","[""NEGATIVE""]",0,1,0,0,false,single_record
CMP:DDBREPKUVSBGFI-UHFFFAOYSA-N,development,115,"[""REC:03cf80f4ba1cf2bd663ab49a8a6519d70432a7a8146e98cd0e654aafbccf3844"",""REC:0495169a3c9afbf83272c2137a0b9c8e180248b4f9fa7e2e521966f1168a7127"",""REC:0d9409382e33192c308c323280529238993702773ea5b28bd2c3e3bf2e9e13a9"",""REC:0db9ca1fd3c88178e9c32c982d7d31d76e0cc32dca944cb9001638c12cf00c38"",""REC:0f1c81300341c6843e0c08a5a3199563f6e88f9d2d5ad053daa791e16e584c74"",""REC:128eaa1bd26e263337861f6656eacbbd2934b553d548773470b71cbb8d73a491"",""REC:1daae67f530650b19991490e1c1391f5e3dc0e08e03deab188a7fbc22f59c6de"",""REC:1df7db24879faefed93292e715614ccd5f819ac750d89f99774e0d48d3d1ea1c"",""REC:2019a00f65b58b4720e117c356a0dfe70aeebcb674db070492520738b48e251b"",""REC:208aa7dda5aec72c0922e02dc653b4ecfb193446a42c8cd95c8f489b2e1a1103"",""REC:23095b2dc4a95b35bbc94b1c38fad7addf0e6a3f296514b08e52fd2f443f8d40"",""REC:23313a91d813ef9489cbc458197ce5da3d0f9b1abffa40c8c5c952bb9afe19b4"",""REC:2c6414a57f438d7f325918528834c91eceaac68e350eae7865285f0deb5ca191"",""REC:2d8c05862043472993afa1f1c8a41f6bc1daccdc8a40a6fa248435b1911e62cf"",""REC:2dfafbc8bde7f440c6f976d29ecadb96c1589a8585991efc3bf82293d6ae9a8c"",""REC:30462b45c6dbbfa6b6dbd0001aa8f87a0f35f420cc0cd525ad5dbd83cd3fe394"",""REC:30910793ed925ae049b8e2d2b5d06596828429fd6126e7fa91b758df9488ef42"",""REC:31b91f7627b8ddd30f6fc76eec7df7b22c2be4a6cbfa6c5b6f828e7988204389"",""REC:3a02d83cfb434a5d2fbb0a49fe5fc0f421ca90de990ef296a5150a2b7c1e1ce4"",""REC:3d82ca966dfe08e9df344b5f5b0d3b5f7cf0c74f6e95e56050c24e0c3eec5003"",""REC:401e8f325ffc8fbc6717df98ef086368aefb416208cb8ee8f0aadf060aefa249"",""REC:434211f4afd5b6d56a79211046558eba47422d14977e6beed380f2fdfc26584f"",""REC:444d83547670484a83e17325ef8c4eb41914770843ffdd163af05d0f9319f969"",""REC:4a228db7f7d248c06b0d4a92521c7d43bce648d91dd61f793cc115949a462e96"",""REC:4b2fefedcf6677a8595c0fcc8222ea2c334dbd285431494882293568d01bfedd"",""REC:4e7307d8c07e3c7e879016fd049dd87b0fd49d816691fc6df27f708f499f59c3"",""REC:519cd04f5d28b32b0006401b6fc13e0e8d4084084a3e68e2e93a28ae289aef6a"",""REC:554eac5025832ce878ba2e469b4afbe433a1fbe962e3820730f521f51653db92"",""REC:57a784ed19486d1c90aa51eff9cdd9e6c26fe72615003c82952ecbadb9cc88a8"",""REC:5888f49c028a6ee8e5758a6d5b3c182fa998a5aa28f5b93c3cd2a22dbb9f5e9d"",""REC:59224b70a7db98ae9e3c15895bc8d40a794af80443cf0d0fbac56b164f1c1257"",""REC:5c96c0989dd9c31c52e7e49a3cac2e2fc38ef62a2861e4275d1fec495c5cb5d3"",""REC:632f8f8a6552cb77b77c79343c57a1339da6ec2c1ab3536ba5a25f160b0fddbd"",""REC:6486351ac1fc897a6fcf6867e1439ae09b017eda97e479a1b2b9d729fe322981"",""REC:6618d73307246c9cf16bd4c5f5450c9d574eb346d8a17bf81c9855bcfafdbe40"",""REC:662c58424df372295ff5ff80200b42bfcce273b47afcb02aadf92408b9c00e4d"",""REC:665c21101ad5eb576872dc47bfce1bc16be4ff7bf166cae5aa61886a4532d96c"",""REC:67943bec4e5a98ecf7d3dca9d0e5477d1a9cdca7e085c871d4be27aa012cb16f"",""REC:67fa3a110e6ef2ddd9e18164c8d3750ff6e962a26e172ec94fcdcdb50fd435ff"",""REC:6b712f10c50c57ffccce95f374c8e2032cf6c84b0f4d33b192fb976da34ada94"",""REC:6c6f93d114eb22d94479b1c22bcf347414dbbcc7c9121ad1c514786fd3bcac99"",""REC:6e6bdea908a28ff7775c65bc171d66f01c2e17933344834d9153f5af1452c452"",""REC:6f89cb7ce9997bc18bebf9c6ccccbe83bee53f22036c490343ff42b8a60293e6"",""REC:730201cfe6bc143d66cadae2bf098933a951dbf7163fb6db1bc3028448cd4db5"",""REC:738cfa065359e3f4d91153e9aa8611d31fe659ee5cbfe7ced7c959d548cc2299"",""REC:73ecf7a83ee44290a6d65988abc1ddda31ca7a11068f60fa8c3d08d79e792037"",""REC:73f8195ef4f5f430c424e19f92779d868313803a8db38177daf410c75720d3e0"",""REC:782abe426832a817cfcbb5a72624464caec01be557c1eb81e6522a9793504823"",""REC:7ddf23de029c8d9c55d80e1295e7f4aa6f81d9a0a1238b3cb14d9266d0104a96"",""REC:8432a722e8b5f8aace1eef8a0889ef37c56016e31ac2b770e38e38d21e071cc8"",""REC:848380f3ecd976aa2ea7508bff27e2490a51780bb492d8f190f41bc33c540590"",""REC:8affdb4bf4d68bc054a11055c29c090353a058e6a861d415a7cfd3b8e18e398c"",""REC:8f6aab4eadd4e25a4a1c23b8ecb90eefc124b759c66222611fc46a700920d2c5"",""REC:90b4bc035658cda009af7d1714e7cc317b661859b6466048fb5fb42871123ad8"",""REC:95478b14e05fbede38d8851637f64814a9aa2567ae1b69e961194be0c1646619"",""REC:972d7980c618febeb3dcf27987cfd7cb11176707a6e12564ec8c459328f9ea28"",""REC:97a829413eb26be1d82bd5d01336deb7d62a3efa3ebb9385acb0ece1ac5dc4ac"",""REC:9e12a4ad4a287269f0331ed85f6797a9eb216bbc9eebf93295695fce7f7801cf"",""REC:9e3d9ca91fa98d7caa01f5ae068377e8152852deb86b2dcd765dfeb5d071b2cb"",""REC:a097fa365c7b1d74b8526145b21f3bbd16ce8c65e0630df2f25a5280cb495519"",""REC:a42b429a23acc8ce194d886143f224757f458f9709f60919d3416cf3e9cc3cdc"",""REC:a5561fe2f057fa07bb491f609db93ac45d3e183e1adb6efd51b4def4f43edb1a"",""REC:a696f1f0ae242a9bfb6d43c1213a6e94bd1a94f14df3c5046eb21b1d7ef69417"",""REC:a6cf0764cd5ea6f4e49e3ca4b2ad56e1a1cda5547f7b4761a6f82f09e6815188"",""REC:a8759dc1972212f3e87f6d2f486fe9a58618b4e2e1179fdeaf4818cefeecb785"",""REC:aae87b626a78eb6a9e09ad172b2cc1aacddb67b39672efdab4ca9c22ab9dc31e"",""REC:b59350748e163b70f8185cc4f19f65d7a2b9acd8e7da81a86034b4a6612d16cf"",""REC:b648389b94eca8a7410c9c361180199550cd2f89dcec18fcb9dd729d1dd73278"",""REC:b6b2f5b18a0723c2e22c33df89f108f51cc3997be579b297ff119f6e8e9fa8fe"",""REC:b89ab1bec20e9c727316bd85f81ee5e14b92f174e86d89f1a6f6119aae902897"",""REC:bb2c006c94443dd4f3446706860f3b906264b61b1a308ded42f1a38cced46db4"",""REC:be4bcada2122025011287ee641f56f49ab222f5190e47af6513f29015ddefc5d"",""REC:c16f346365a82b175365241771c2430d866c81c47e18288c2fbb81f66969c14f"",""REC:c368f18177293d960fb74bfc379cab31d41e5e08ff039229e874e01772740af5"",""REC:c4572869835afc0d1c57c72737a8459226a97555d1a01b644522b454c5395f34"",""REC:c64769304a17d40e8033a96afd9bdf38376d3c5c302c09a2ce366c4d0fb5d020"",""REC:c825c2ee581cdee5614cc70acfe6327c318472836232466feb7783ac517466d6"",""REC:cce720dd508843542edf498491e3e00a2896a6c5aa6144b960a7b49b9246a529"",""REC:ce91037fcf4ac2bbc26e3e37cc7db5d1808d39e9070e4443d71ddfc0eb76debe"",""REC:ceaa30ade061b6e121b6b7abda55524a4b9f1569bd1f1b4b801f7f2c7fc1613f"",""REC:cebacb645a6bf92ddb30c6e008b94872f2c749785156ef6cd6a34d7bc7049b1b"",""REC:cfc868d18124922e42d662a47592db66a4c7d7a9389727d4402dbf7bf693220f"",""REC:d6fcf9a5123e44af0a2e14b5c2ff78a1127768ddb774c1c5910f78b47fd471f1"",""REC:d7e95c77485bf07af946145e18a54ff81e30df7c963f0ab95625e6ddb81c6576"",""REC:d83bfabae384d367d7d88cb3364313ab35b16f6946fb74efbeffbdc8e926c737"",""REC:d90fa3378ab8f3ef9d9f53eda7736061b328c88dafd8053588e64546c37d2c0c"",""REC:d940a5f81714613dccec6cb804f07497ba0f1193e0f71e60a27b240dfa37d089"",""REC:d98c197ac0a2429153ac7f3d207a55a17877289f76a0fb46d19d48622685f29d"",""REC:d9e119f7698fbc87ff2fbd0369e6c724a5f663f601cb8774d0b52640881a848d"",""REC:da245923a64fa26db56f27e133f2e756d5dae6f3f7b68a77227102323568cd1a"",""REC:db2fb44c853bb10da136468b094fb2919a758ec051a3e66db0f31d2ca1c4e6b9"",""REC:db62153df8beb1f1f023ed3defdabfbb5238ea8f568d2052f3eb10603e49e02d"",""REC:db9e50bf2e028fe50da2b763ba56834c52fed499c20ff8e2d0ef6a3ca28ad2d6"",""REC:ddddce9ae576c37444de586e980f202c33ad31f9459ea9e7277c6b764056e5ee"",""REC:dfcb44418ba718958106e3a4500dd54bbe7a4018c148e1503255667af5b4fc5c"",""REC:e16a4da7341f7565be3a110fefdf5a8bb61bf8f555b54f5a23364f9d28252c96"",""REC:e28499a0eb3aae45712b82d9a6925cad282ea76830b80b83741585cf0d379670"",""REC:e2b5968c8edfe0aa3db815ea4290f70063b90d3935830bf27d764a5e40f907ef"",""REC:e415a5079c34760bb0bcfce1184bd5426f6621294205ac2ba3dfeb9e117d3d11"",""REC:e46552c87b90707943a0ad9dee1eee5ea7a775b8c2e6e7ddfb005a8463870dc1"",""REC:e699317416c361137ed86c43e81939cb4c6f8dcdf739046f229fe40f81743707"",""REC:e6ebf336248c3835a03bdfd3039365184d62dad31060ad4475d371b3d8ab3e0a"",""REC:e83994a35ccbed40765c9ef77c470806a792d9dd25369505fd3aee49919ef156"",""REC:e93587258b97081f50db91fa631ff8b5f923d57ad0e9c9a621e01d9459d9e477"",""REC:e9fa65afcf6ab042bed4def00a8c5a790cf2bdf21291c5e4b45c4c4cdd1c04f9"",""REC:ed303efd26be34247eadf4dc5422ee81b6880b4bb83cb16865de16aa3f17d74d"",""REC:eddcc104ff9a16dd96c72ddbedfb2ca0fdc2bb53cbabd38a2b2f795fd2263635"",""REC:f01f25e2d7d5ba3c2dc40fbbcf077962ca4432c9b2f7b4a79a8e9c864ef48b1e"",""REC:f20b53ecfe16b5aa468520c3da64a63e5824717bfdfa5b2b2a865fb70fe8bc9d"",""REC:f29b8c7112cc3d3e218e0fef6c57097c208c2b1bc718af0b2d70e6a742996ef7"",""REC:f6737f5da6f1ddc5ef089b8fdc7f4cfb0f9dae5969cdcc909e49ecfb640660d1"",""REC:fe35711ac036a0bd0cb6e47cd8ad632b5842939e159dbe8680fafca6ae834412"",""REC:fea4c566a615ccbc268d91df284aea035acd32872e5569132c6442c310fb6d80"",""REC:fee279aa5b70a177daaf0885d5647a768e377d0f96eb401ea2622670f00b2fc0"",""REC:ff1a0734d527856959e5702cff3467236973283a663974837ccbe434e2ee0d28""]","[""+"",""-"",""0""]",30,28,57,0,false,multiple_clear_conflicting
CMP:DDBREPKUVSBGFI-UHFFFAOYSA-N,external,6,"[""REC:7b77979aee3033cf9ed53e4db8107af030c6cbb57948ae951d6679c6856e661c"",""REC:9b41f178a418c58713c0c6983c8f6273721b2242380915c632255c1482a0b2f6"",""REC:a9b8de54ba63c2c91ef6c03e9e9d393bdc632cdddad25c3caf440552565410c9"",""REC:d235810077ca1ec99ef8e4c045f091d890ab3b17e6ea413c2bd79ced15570369"",""REC:dec02a705462650e7e730ca7e46803e4aecbbd74faa0da7a7d4e84d0079d48f8"",""REC:e443d95fe7b2e0b31e1a26453de41863f5c0a634375ab0174a78961defb704de""]","[""NEGATIVE"",""POSITIVE""]",3,3,0,0,false,multiple_clear_conflicting
CMP:DDGFFDQTTWLPQJ-YUIJFTJLSA-N,external,1,"[""REC:8938877b76b0abd440e45362069a3d9d4e386df475f7a387a5813fecdaa62092""]",[],0,0,1,0,false,single_record
CMP:DDLLIYKVDWPHJI-RDBSUJKOSA-N,external,1,"[""REC:3094597d3406cda0a104e7333cfa454669ab0052eff108f6873d8a14ea3137c4""]",[],0,0,1,0,false,single_record
CMP:DDMOUSALMHHKOS-UHFFFAOYSA-N,external,1,"[""REC:cd6ccf4abd1899ea71a5d38ab3392802067fcab76121ffa83d21d9c8750ad0f9""]",[],0,0,1,0,false,single_record
CMP:DDSFKIFGAPZBSR-UHFFFAOYSA-N,external,1,"[""REC:5bb98b5b1c686748f64c3d64aa02c2beeb15accbfee66333ff2bf87d0879af2f""]",[],0,0,1,0,false,single_record
CMP:DDSHNCNZUCXDDV-UHFFFAOYSA-N,external,1,"[""REC:d6fac7662099c46d9aa3cded88d259a88963c8b5418b441c66374c35f8fc0382""]",[],0,0,1,0,false,single_record
CMP:DDTKLIBTCCSFGT-OXJNMPFZSA-N,external,1,"[""REC:0c00ba94cd6d100d59c59764297bbb11e02eb1cc99938f36fe7b9c4bf7a382d1""]",[],0,0,1,0,false,single_record
CMP:DDUHZTYCFQRHIY-RBHXEPJQSA-N,development,11,"[""REC:0e9e685ca5afb7043fbfec85578ac692919b65f4d1b9cf155823b85608052583"",""REC:0f7b9868a4de569f7f97c453b46905d51c240860ab2c673deb2e134e6c4160d6"",""REC:11555739e009ca3eafb12f0d272945048d2d9459f2700d691959b735178d3818"",""REC:5416654886d1d059feeb9cefa9ba4fca7dd9fa8bfb9d33864ebf0adbc143c641"",""REC:593930749d660ca97da09f15d7f7373878772fdfa236b59be02bc564bf0deace"",""REC:641d3351488f31d7a980539c5e53c11d89ae148babe438384b884ae626f20da9"",""REC:7f4d88b34bfc53edda935c6e8d70dbef6711b1354fde6b4f22ece561b1908e38"",""REC:9521d3b669bd62f4d5b924baaea4ad47081db26860cedeb79f6800552001964a"",""REC:d553a8b8e68bc5e267a2d6d69c7d2dd7c1c6eac609e4696bd75b52280ce22a61"",""REC:f743179a8a5ea1b8943bda56a6e8973521e793c20f220f0eac8caf3893789e33"",""REC:fd864f051b5523ff25cb1dd8bfb83c763f33256a2f04e9319ed8763db55de696""]","[""+"",""-"",""0""]",2,6,3,0,false,multiple_clear_conflicting
CMP:DDUHZTYCFQRHIY-RBHXEPJQSA-N,external,2,"[""REC:18204ef3dd9ee3abbe749d9a20ff10ff0a5367b569c3b1b85f49ad590e1501a1"",""REC:ba3907cd835353789c94abb4b08ce3a95cfc99f4b5059e77c5d2e4444bfc709c""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
