comparison_scope,compound_id_a,dataset_role_a,compound_id_b,dataset_role_b,relation_type,similarity,label_a,label_b,label_relation
cross_role,CMP:VEMKTZHHVJILDY-UHFFFAOYSA-N,development,CMP:VEMKTZHHVJILDY-UXHICEINSA-N,external,tautomer_related,,,,not_comparable
cross_role,CMP:VEZUQRBDRNJBJY-UHFFFAOYSA-N,external,CMP:YGNXYFLJZILPEK-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,,1,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,external,same_connectivity,,1,,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,external,stereo_variant,,1,,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,external,tautomer_related,,1,,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,external,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,same_connectivity,,,1,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,external,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,stereo_variant,,,1,not_comparable
cross_role,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,external,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,tautomer_related,,,1,not_comparable
cross_role,CMP:VHVOLFRBFDOUSH-NSCUHMNNSA-N,external,CMP:VHVOLFRBFDOUSH-UHFFFAOYSA-N,development,same_connectivity,,1,,not_comparable
cross_role,CMP:VHVOLFRBFDOUSH-NSCUHMNNSA-N,external,CMP:VHVOLFRBFDOUSH-UHFFFAOYSA-N,development,stereo_variant,,1,,not_comparable
cross_role,CMP:VHVOLFRBFDOUSH-NSCUHMNNSA-N,external,CMP:VHVOLFRBFDOUSH-UHFFFAOYSA-N,development,tautomer_related,,1,,not_comparable
cross_role,CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,development,CMP:XTHYKVRNGUYFOS-UHFFFAOYSA-N,external,high_similarity,1,0,,not_comparable
cross_role,CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,development,CMP:YBYYJVWCELMDBH-UHFFFAOYSA-N,external,high_similarity,1,0,,not_comparable
cross_role,CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,development,CMP:ZYURHZPYMFLWSH-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
cross_role,CMP:VLPFTAMPNXLGLX-UHFFFAOYSA-N,development,CMP:VMPHSYLJUKZBJJ-UHFFFAOYSA-N,external,high_similarity,1,0,,not_comparable
cross_role,CMP:VOXZDWNPVJITMN-SFFUCWETSA-N,external,CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,development,same_connectivity,,0,,not_comparable
cross_role,CMP:VOXZDWNPVJITMN-SFFUCWETSA-N,external,CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,development,stereo_variant,,0,,not_comparable
cross_role,CMP:VOXZDWNPVJITMN-SFFUCWETSA-N,external,CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,development,tautomer_related,,0,,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,external,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,same_connectivity,,,1,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,external,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,stereo_variant,,,1,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,external,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,tautomer_related,,,1,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,external,same_connectivity,,1,,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,external,stereo_variant,,1,,not_comparable
cross_role,CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,development,CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,external,tautomer_related,,1,,not_comparable
cross_role,CMP:WCLNVRQZUKYVAI-UHFFFAOYSA-N,external,CMP:YCLUIPQDHHPDJJ-UHFFFAOYSA-N,development,high_similarity,0.8571428571428571,1,,not_comparable
cross_role,CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,development,CMP:YNPNZTXNASCQKK-UHFFFAOYSA-N,external,high_similarity,0.8571428571428571,,0,not_comparable
cross_role,CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,external,CMP:YNPNZTXNASCQKK-UHFFFAOYSA-N,development,high_similarity,0.8571428571428571,,,not_comparable
cross_role,CMP:WFSMVVDJSNMRAR-UHFFFAOYSA-N,development,CMP:ZNQVEEAIQZEUHB-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
cross_role,CMP:WFWLQNSHRPWKFK-UHFFFAOYSA-N,external,CMP:WFWLQNSHRPWKFK-ZCFIWIBFSA-N,development,same_connectivity,,0,0,same
cross_role,CMP:WFWLQNSHRPWKFK-UHFFFAOYSA-N,external,CMP:WFWLQNSHRPWKFK-ZCFIWIBFSA-N,development,stereo_variant,,0,0,same
cross_role,CMP:WFWLQNSHRPWKFK-UHFFFAOYSA-N,external,CMP:WFWLQNSHRPWKFK-ZCFIWIBFSA-N,development,tautomer_related,,0,0,same
cross_role,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,external,same_connectivity,,0,0,same
cross_role,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,external,stereo_variant,,0,0,same
cross_role,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,external,tautomer_related,,0,0,same
cross_role,CMP:WMBWREPUVVBILR-NQIIRXRSSA-N,external,CMP:WMBWREPUVVBILR-WIYYLYMNSA-N,development,same_connectivity,,,0,not_comparable
cross_role,CMP:WMBWREPUVVBILR-NQIIRXRSSA-N,external,CMP:WMBWREPUVVBILR-WIYYLYMNSA-N,development,stereo_variant,,,0,not_comparable
cross_role,CMP:WMBWREPUVVBILR-NQIIRXRSSA-N,external,CMP:WMBWREPUVVBILR-WIYYLYMNSA-N,development,tautomer_related,,,0,not_comparable
cross_role,CMP:WQOWBWVMZPPPGX-UHFFFAOYSA-N,external,CMP:XOGPDSATLSAZEK-UHFFFAOYSA-N,development,high_similarity,0.8571428571428571,,,not_comparable
cross_role,CMP:WTDRDQBEARUVNC-LURJTMIESA-N,external,CMP:WTDRDQBEARUVNC-UHFFFAOYSA-N,development,same_connectivity,,,,not_comparable
cross_role,CMP:WTDRDQBEARUVNC-LURJTMIESA-N,external,CMP:WTDRDQBEARUVNC-UHFFFAOYSA-N,development,stereo_variant,,,,not_comparable
cross_role,CMP:WTDRDQBEARUVNC-LURJTMIESA-N,external,CMP:WTDRDQBEARUVNC-UHFFFAOYSA-N,development,tautomer_related,,,,not_comparable
cross_role,CMP:WTEVQBCEXWBHNA-JXMROGBWSA-N,external,CMP:WTEVQBCEXWBHNA-UHFFFAOYSA-N,development,same_connectivity,,0,0,same
cross_role,CMP:WTEVQBCEXWBHNA-JXMROGBWSA-N,external,CMP:WTEVQBCEXWBHNA-UHFFFAOYSA-N,development,stereo_variant,,0,0,same
cross_role,CMP:WTEVQBCEXWBHNA-JXMROGBWSA-N,external,CMP:WTEVQBCEXWBHNA-UHFFFAOYSA-N,development,tautomer_related,,0,0,same
cross_role,CMP:WUJDQSZGLBOOTD-PODHPLMESA-N,external,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,high_similarity,0.8666666666666667,,,not_comparable
cross_role,CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,development,CMP:WYIWLDSPNDMZIT-MRAOVIAESA-N,external,high_similarity,0.8545454545454545,1,,not_comparable
cross_role,CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,development,CMP:WYIWLDSPNDMZIT-MRAOVIAESA-N,external,same_connectivity,,1,,not_comparable
cross_role,CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,development,CMP:WYIWLDSPNDMZIT-MRAOVIAESA-N,external,stereo_variant,,1,,not_comparable
cross_role,CMP:WYIWLDSPNDMZIT-IRWWLHRVSA-N,development,CMP:WYIWLDSPNDMZIT-MRAOVIAESA-N,external,tautomer_related,,1,,not_comparable
cross_role,CMP:XJKSTNDFUHDPQJ-UHFFFAOYSA-N,external,CMP:ZUOUZKKEUPVFJK-UHFFFAOYSA-N,development,high_similarity,0.90000000000000002,,0,not_comparable
cross_role,CMP:XKABJYQDMJTNGQ-UHFFFAOYSA-N,development,CMP:XKABJYQDMJTNGQ-VIFPVBQESA-N,external,same_connectivity,,1,,not_comparable
cross_role,CMP:XKABJYQDMJTNGQ-UHFFFAOYSA-N,development,CMP:XKABJYQDMJTNGQ-VIFPVBQESA-N,external,stereo_variant,,1,,not_comparable
cross_role,CMP:XKABJYQDMJTNGQ-UHFFFAOYSA-N,development,CMP:XKABJYQDMJTNGQ-VIFPVBQESA-N,external,tautomer_related,,1,,not_comparable
cross_role,CMP:XWIYFDMXXLINPU-UHFFFAOYSA-N,development,CMP:XWIYFDMXXLINPU-WNWIJWBNSA-N,external,same_connectivity,,1,1,same
cross_role,CMP:XWIYFDMXXLINPU-UHFFFAOYSA-N,development,CMP:XWIYFDMXXLINPU-WNWIJWBNSA-N,external,stereo_variant,,1,1,same
cross_role,CMP:XWIYFDMXXLINPU-UHFFFAOYSA-N,development,CMP:XWIYFDMXXLINPU-WNWIJWBNSA-N,external,tautomer_related,,1,1,same
cross_role,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,CMP:XZTGINNGSQCYPR-VTZDEGQISA-N,external,high_similarity,0.89189189189189189,,,not_comparable
cross_role,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,CMP:XZTGINNGSQCYPR-VTZDEGQISA-N,external,same_connectivity,,,,not_comparable
cross_role,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,CMP:XZTGINNGSQCYPR-VTZDEGQISA-N,external,stereo_variant,,,,not_comparable
cross_role,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,CMP:XZTGINNGSQCYPR-VTZDEGQISA-N,external,tautomer_related,,,,not_comparable
cross_role,CMP:XZTGINNGSQCYPR-TZSSRYMLSA-N,development,CMP:YSTRWQVEZGVBLR-VGBVRHCVSA-N,external,high_similarity,0.86486486486486491,,1,not_comparable
cross_role,CMP:ZAKOWWREFLAJOT-CEFNRUSXSA-N,external,CMP:ZAKOWWREFLAJOT-UHFFFAOYSA-N,development,same_connectivity,,,0,not_comparable
cross_role,CMP:ZAKOWWREFLAJOT-CEFNRUSXSA-N,external,CMP:ZAKOWWREFLAJOT-UHFFFAOYSA-N,development,stereo_variant,,,0,not_comparable
cross_role,CMP:ZAKOWWREFLAJOT-CEFNRUSXSA-N,external,CMP:ZAKOWWREFLAJOT-UHFFFAOYSA-N,development,tautomer_related,,,0,not_comparable
cross_role,CMP:ZFIVKAOQEXOYFY-IMJSIDKUSA-N,external,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,same_connectivity,,1,0,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-IMJSIDKUSA-N,external,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,stereo_variant,,1,0,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-IMJSIDKUSA-N,external,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,tautomer_related,,1,0,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-UHFFFAOYSA-N,external,same_connectivity,,0,1,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-UHFFFAOYSA-N,external,stereo_variant,,0,1,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-UHFFFAOYSA-N,external,tautomer_related,,0,1,opposite
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-ZXZARUISSA-N,external,same_connectivity,,0,,not_comparable
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-ZXZARUISSA-N,external,stereo_variant,,0,,not_comparable
cross_role,CMP:ZFIVKAOQEXOYFY-QWWZWVQMSA-N,development,CMP:ZFIVKAOQEXOYFY-ZXZARUISSA-N,external,tautomer_related,,0,,not_comparable
cross_role,CMP:ZSPWEUZMDXEYMX-UHFFFAOYSA-N,development,CMP:ZSPWEUZMDXEYMX-YCRREMRBSA-N,external,same_connectivity,,0,,not_comparable
cross_role,CMP:ZSPWEUZMDXEYMX-UHFFFAOYSA-N,development,CMP:ZSPWEUZMDXEYMX-YCRREMRBSA-N,external,stereo_variant,,0,,not_comparable
cross_role,CMP:ZSPWEUZMDXEYMX-UHFFFAOYSA-N,development,CMP:ZSPWEUZMDXEYMX-YCRREMRBSA-N,external,tautomer_related,,0,,not_comparable
cross_role,CMP:ZXFXBSWRVIQKOD-HWKPLSEASA-N,development,CMP:ZXFXBSWRVIQKOD-UOFFAGTMSA-N,external,same_connectivity,,,,not_comparable
cross_role,CMP:ZXFXBSWRVIQKOD-HWKPLSEASA-N,development,CMP:ZXFXBSWRVIQKOD-UOFFAGTMSA-N,external,stereo_variant,,,,not_comparable
cross_role,CMP:ZXFXBSWRVIQKOD-HWKPLSEASA-N,development,CMP:ZXFXBSWRVIQKOD-UOFFAGTMSA-N,external,tautomer_related,,,,not_comparable
cross_role,CMP:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,external,CMP:ZXQYGBMAQZUVMI-UHFFFAOYSA-N,development,same_connectivity,,,,not_comparable
cross_role,CMP:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,external,CMP:ZXQYGBMAQZUVMI-UHFFFAOYSA-N,development,stereo_variant,,,,not_comparable
cross_role,CMP:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,external,CMP:ZXQYGBMAQZUVMI-UHFFFAOYSA-N,development,tautomer_related,,,,not_comparable
development,CMP:CCTMZRHJDTTZRF-UHFFFAOYSA-N,development,CMP:FWIVLSMSIPKDRU-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:CCTMZRHJDTTZRF-UHFFFAOYSA-N,development,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:CCTMZRHJDTTZRF-UHFFFAOYSA-N,development,CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:COBPKKZHLDDMTB-UHFFFAOYSA-N,development,CMP:POAOYUHQDCAZBD-UHFFFAOYSA-N,development,high_similarity,0.94444444444444442,,0,not_comparable
development,CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,development,CMP:DFBKLUNHFCTMDC-PICURKEMSA-N,development,same_connectivity,,0,0,same
development,CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,development,CMP:DFBKLUNHFCTMDC-PICURKEMSA-N,development,stereo_variant,,0,0,same
development,CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,development,CMP:DFBKLUNHFCTMDC-PICURKEMSA-N,development,tautomer_related,,0,0,same
development,CMP:DMBHHRLKUKUOEG-UHFFFAOYSA-N,development,CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N,development,high_similarity,0.92307692307692313,,0,not_comparable
development,CMP:DMLAVOWQYNRWNQ-BUHFOSPRSA-N,development,CMP:DMLAVOWQYNRWNQ-UHFFFAOYSA-N,development,same_connectivity,,,,not_comparable
development,CMP:DMLAVOWQYNRWNQ-BUHFOSPRSA-N,development,CMP:DMLAVOWQYNRWNQ-UHFFFAOYSA-N,development,stereo_variant,,,,not_comparable
development,CMP:DMLAVOWQYNRWNQ-BUHFOSPRSA-N,development,CMP:DMLAVOWQYNRWNQ-UHFFFAOYSA-N,development,tautomer_related,,,,not_comparable
development,CMP:DXBHBZVCASKNBY-UHFFFAOYSA-N,development,CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N,development,high_similarity,0.88888888888888884,,1,not_comparable
development,CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,development,CMP:FQDIANVAWVHZIR-UHFFFAOYSA-N,development,same_connectivity,,1,1,same
development,CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,development,CMP:FQDIANVAWVHZIR-UHFFFAOYSA-N,development,stereo_variant,,1,1,same
development,CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,development,CMP:FQDIANVAWVHZIR-UHFFFAOYSA-N,development,tautomer_related,,1,1,same
development,CMP:FUCMFBXWLUGVIZ-UHFFFAOYSA-N,development,CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,1,1,same
development,CMP:FVGANPIKNNCIKX-UHFFFAOYSA-N,development,CMP:SRRJCDUOSQWHGS-UHFFFAOYSA-N,development,high_similarity,0.93442622950819676,,,not_comparable
development,CMP:FWIVLSMSIPKDRU-UHFFFAOYSA-N,development,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:FWIVLSMSIPKDRU-UHFFFAOYSA-N,development,CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,development,CMP:GGLZPLKKBSSKCX-YFKPBYRVSA-N,development,same_connectivity,,1,1,same
development,CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,development,CMP:GGLZPLKKBSSKCX-YFKPBYRVSA-N,development,stereo_variant,,1,1,same
development,CMP:GGLZPLKKBSSKCX-UHFFFAOYSA-N,development,CMP:GGLZPLKKBSSKCX-YFKPBYRVSA-N,development,tautomer_related,,1,1,same
development,CMP:GRUOGLPIAPZLHJ-UHFFFAOYSA-N,development,CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,development,high_similarity,0.85185185185185186,,0,not_comparable
development,CMP:GUOSQNAUYHMCRU-UHFFFAOYSA-N,development,CMP:SLXKOJJOQWFEFD-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,development,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,development,CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,development,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,development,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,1,1,same
development,CMP:IHTUGUQGWPOOJG-SOFGYWHQSA-N,development,CMP:QRMNFHXPNKCTAG-VQHVLOKHSA-N,development,high_similarity,0.88,1,1,same
development,CMP:IMNFDUFMRHMDMM-UHFFFAOYSA-N,development,CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,development,high_similarity,0.875,,,not_comparable
development,CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N,development,CMP:YYTNAQDGJQPZFU-UHFFFAOYSA-N,development,high_similarity,0.95999999999999996,1,1,same
development,CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,development,CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N,development,high_similarity,0.90476190476190477,0,0,same
development,CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N,development,CMP:KFUSEUYYWQURPO-UPHRSURJSA-N,development,same_connectivity,,,,not_comparable
development,CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N,development,CMP:KFUSEUYYWQURPO-UPHRSURJSA-N,development,stereo_variant,,,,not_comparable
development,CMP:KFUSEUYYWQURPO-OWOJBTEDSA-N,development,CMP:KFUSEUYYWQURPO-UPHRSURJSA-N,development,tautomer_related,,,,not_comparable
development,CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N,development,CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N,development,same_connectivity,,0,0,same
development,CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N,development,CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N,development,stereo_variant,,0,0,same
development,CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N,development,CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N,development,tautomer_related,,0,0,same
development,CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N,development,CMP:YYTNAQDGJQPZFU-UHFFFAOYSA-N,development,high_similarity,0.88,1,1,same
development,CMP:MTHSVFCYNBDYFN-UHFFFAOYSA-N,development,CMP:ZIBGPFATKBEMQZ-UHFFFAOYSA-N,development,high_similarity,0.90909090909090906,,,not_comparable
development,CMP:NQRYJNQNLNOLGT-UHFFFAOYSA-N,development,CMP:QXNDZONIWRINJR-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:PCIUEQPBYFRTEM-UHFFFAOYSA-N,development,CMP:PXUULQAPEKKVAH-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:PCIUEQPBYFRTEM-UHFFFAOYSA-N,development,CMP:UZUFPBIDKMEQEQ-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:PXUULQAPEKKVAH-UHFFFAOYSA-N,development,CMP:UZUFPBIDKMEQEQ-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:QGLZXHRNAYXIBU-UHFFFAOYSA-N,development,CMP:QGLZXHRNAYXIBU-WEVVVXLNSA-N,development,same_connectivity,,0,,not_comparable
development,CMP:QGLZXHRNAYXIBU-UHFFFAOYSA-N,development,CMP:QGLZXHRNAYXIBU-WEVVVXLNSA-N,development,stereo_variant,,0,,not_comparable
development,CMP:QGLZXHRNAYXIBU-UHFFFAOYSA-N,development,CMP:QGLZXHRNAYXIBU-WEVVVXLNSA-N,development,tautomer_related,,0,,not_comparable
development,CMP:QHEYFBGFAQOPBZ-UHFFFAOYSA-N,development,CMP:RRSXICBKOPODSP-UHFFFAOYSA-N,development,high_similarity,0.92307692307692313,0,0,same
development,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,development,CMP:QIVBCDIJIAJPQS-VIFPVBQESA-N,development,same_connectivity,,0,0,same
development,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,development,CMP:QIVBCDIJIAJPQS-VIFPVBQESA-N,development,stereo_variant,,0,0,same
development,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,development,CMP:QIVBCDIJIAJPQS-VIFPVBQESA-N,development,tautomer_related,,0,0,same
development,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,development,CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,development,CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,development,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,development,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,1,1,same
development,CMP:RUVINXPYWBROJD-ONEGZZNKSA-N,development,CMP:RUVINXPYWBROJD-UHFFFAOYSA-N,development,same_connectivity,,,0,not_comparable
development,CMP:RUVINXPYWBROJD-ONEGZZNKSA-N,development,CMP:RUVINXPYWBROJD-UHFFFAOYSA-N,development,stereo_variant,,,0,not_comparable
development,CMP:RUVINXPYWBROJD-ONEGZZNKSA-N,development,CMP:RUVINXPYWBROJD-UHFFFAOYSA-N,development,tautomer_related,,,0,not_comparable
development,CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,development,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,development,high_similarity,0.8571428571428571,1,1,same
development,CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,development,CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,development,same_connectivity,,1,1,same
development,CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,development,CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,development,stereo_variant,,1,1,same
development,CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,development,CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,development,tautomer_related,,1,1,same
development,CMP:UBCKGWBNUIFUST-BJMVGYQFSA-N,development,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,development,same_connectivity,,,,not_comparable
development,CMP:UBCKGWBNUIFUST-BJMVGYQFSA-N,development,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,development,stereo_variant,,,,not_comparable
development,CMP:UBCKGWBNUIFUST-BJMVGYQFSA-N,development,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,development,tautomer_related,,,,not_comparable
development,CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,development,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,development,high_similarity,1,1,1,same
development,CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,development,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,1,1,same
development,CMP:UZGLIIJVICEWHF-UHFFFAOYSA-N,development,CMP:XTFIVUDBNACUBN-UHFFFAOYSA-N,development,high_similarity,1,,,not_comparable
development,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,development,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,development,high_similarity,0.9285714285714286,1,1,same
development,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,same_connectivity,,1,1,same
development,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,stereo_variant,,1,1,same
development,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,development,CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,development,tautomer_related,,1,1,same
development,CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,development,CMP:YNPNZTXNASCQKK-UHFFFAOYSA-N,development,high_similarity,0.8571428571428571,,,not_comparable
development,CMP:WFSMVVDJSNMRAR-UHFFFAOYSA-N,development,CMP:ZNQVEEAIQZEUHB-UHFFFAOYSA-N,development,high_similarity,0.875,,,not_comparable
development,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,development,same_connectivity,,0,0,same
development,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,development,stereo_variant,,0,0,same
development,CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N,development,CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,development,tautomer_related,,0,0,same
